fips,year_x,pct_two_party_rep,rep_margin,totalvotes,YEAR,religious_frac,year_y,area,year,population,white_pct,hispanic_pct,black_pct,edu_2010,inc_2010,density,log_inc
01001,2004,0.7615515686077979,0.5197948309347145,20081,2000,0.5611275216963202,2000,595.97,2004,48366,0.8041392713889922,0.01796716701815325,0.1735309928462143,23.5,53255,4.396362036283653,10.882846975877266
01003,2004,0.7725098439550824,0.5391229082515868,69320,2000,0.47242815938468113,2000,1596.35,2004,156266,0.8775805357531389,0.02630130674618919,0.09911305082359566,28.7,50147,4.583839910143103,10.822713971062377
01005,2004,0.5497157767216475,0.09900714484550431,10777,2000,0.4117019078448929,2000,884.9,2004,28287,0.5127797221338424,0.030579418107257752,0.47109979849400785,12.6,33219,3.4646829698604824,10.410877280366218
01007,2004,0.7237137944716308,0.44513157894736843,7600,2000,0.4636512052242389,2000,623.03,2004,21721,0.7701763270567653,0.014686248331108143,0.22033976336264444,10.2,41770,3.5514401417825137,10.639933657491222
01009,2004,0.8153254548865129,0.6253720238095238,21504,2000,0.5079178425838821,2000,645.59,2004,54124,0.9673527455472618,0.06231985810361392,0.016074199985219126,12.8,45549,4.428868362014921,10.726543948550297
01011,2004,0.31760204081632654,-0.36379054483782064,4717,2000,0.21043196175516476,2000,625.01,2004,11056,0.26474312590448623,0.053364688856729375,0.7193379160636758,9.6,31602,2.8729608963990483,10.360975688711445
01013,2004,0.5933031458531935,0.18607414448669202,8416,2000,0.5000700967334922,2000,776.87,2004,20870,0.5701485385721131,0.007522759942501198,0.41854336367992334,10.5,30659,3.2907949738688167,10.330681536107859
01015,2004,0.6640532775018375,0.3255541558929479,45249,2000,0.6431014975634527,2000,608.46,2004,113462,0.7814774990745801,0.022069062769914157,0.1959775078881035,16.8,38407,5.2282920832308974,10.555995013629378
01017,2004,0.5877091525946487,0.17457028852056478,13032,2000,0.542410409206462,2000,597.17,2004,35463,0.6005696077602007,0.01170233764768914,0.3878126498040211,11.4,31467,4.08404334844257,10.356694656629713
01019,2004,0.6608278478188107,0.31859874019228646,9049,2000,0.5258462564615641,2000,553.12,2004,24887,0.9328966930525977,0.009764133885160927,0.05159320126973922,10.9,40690,3.8065258815904914,10.613737640995735
01021,2004,0.7725055699403865,0.542203318756365,16693,2000,0.6271058015305736,2000,693.98,2004,41534,0.8830596619636923,0.04584196080319738,0.10321664178745124,10.2,39486,4.0918245062551835,10.583701457684175
01023,2004,0.54125,0.0821917808219178,7227,2000,0.5163296068333124,2000,913.51,2004,14930,0.5559276624246483,0.006095110515740121,0.438312123241795,9.8,31076,2.793833567867593,10.344191096070311
01025,2004,0.5925860702650347,0.18457082675092154,11394,2000,0.5746223131302257,2000,1238.38,2004,26958,0.5572000890273759,0.00797536909266266,0.43296980488166775,12.0,27439,3.080476025463964,10.219720638027066
01027,2004,0.7095289243516956,0.41529805352798055,6576,2000,0.7400028062298302,2000,605.07,2004,14121,0.8318107782734934,0.02188230295304865,0.15331775370016287,9.1,35595,3.150074176252087,10.479960457537974
01029,2004,0.7585488630446103,0.5137978613314936,5798,2000,0.6936203356227431,2000,560.21,2004,14339,0.9501359927470535,0.017365227700676476,0.03779900969384197,7.8,36077,3.242426663280771,10.493410822160769
01031,2004,0.7439853705926053,0.4847297910990009,17616,2000,0.6958385876418663,2000,678.99,2004,45053,0.7788826493241293,0.038643375579872595,0.17752424921758816,23.6,42253,4.194988453584352,10.65143063618168
01033,2004,0.5544437904649794,0.1082097346981408,23935,2000,0.6682671322566565,2000,594.53,2004,54380,0.819143067304156,0.015060684075027584,0.1630011033468187,16.4,39610,4.515980540755227,10.586836890615963
01035,2004,0.5460767946577629,0.0916791230692576,6021,2000,0.42068280218610266,2000,850.79,2004,13430,0.5387192851824274,0.008711839166046165,0.449590469099032,7.9,26944,2.7590809599039052,10.201515917042054
01037,2004,0.5856854838709677,0.16996600679864027,5001,2000,0.2780691689886904,2000,652.44,2004,11560,0.6564013840830449,0.015484429065743944,0.33088235294117646,9.6,35560,2.874586961280539,10.47897668962784
01039,2004,0.7646128455508183,0.5261502700485404,14627,2000,0.6992904785947756,2000,1033.82,2004,36806,0.8604031951312286,0.009454980166277237,0.12275172526218552,13.1,33852,3.572400195668574,10.429753360789997
