fips,year_x,pct_two_party_rep,rep_margin,totalvotes,YEAR,religious_frac,year_y,area,year,population,white_pct,hispanic_pct,black_pct,edu_2018,inc_2018,density,log_inc
01001,2016,0.7537746806039489,0.48996916670003604,24973,2010,0.6766414395924575,2010,594.44,2016,55243,0.7507014463370925,0.027116557753923572,0.19191571782850317,27.7,58786,4.531877128630329,10.981659010299452
01003,2016,0.7979220722348124,0.571601113269968,95215,2010,0.5297725838751268,2010,1589.78,2016,207601,0.8323081295369483,0.044754119681504424,0.09196969186082919,31.3,55962,4.87202232635684,10.93242816795492
01005,2016,0.5282324455205811,0.05568822237080905,10469,2010,0.5491131587573297,2010,884.88,2016,25806,0.4625668449197861,0.04312950476633341,0.4794621405874603,12.2,34186,3.3729102594177927,10.439571482516213
01007,2016,0.7823966558290757,0.5515364553804286,8819,2010,0.49958542439450143,2010,622.58,2016,22586,0.7458159922075622,0.024705569822013638,0.21650580005313025,11.5,45340,3.591213390145752,10.72194492406152
01009,2016,0.9138117129722166,0.8090901985305612,25588,2010,0.6588744286661317,2010,644.78,2016,57494,0.8754826590600758,0.09058336522071868,0.015775559188784916,12.6,48695,4.490526700173099,10.7933316343953
01011,2016,0.24411134903640258,-0.5074309978768577,4710,2010,0.5708264614256918,2010,622.81,2016,10389,0.2174415246895755,0.07450187698527289,0.705746462604678,13.3,32152,2.814261336720646,10.378229936129037
01013,2016,0.5681001506896951,0.13456252863032525,8732,2010,0.5922089081968779,2010,776.83,2016,20012,0.5188886667999201,0.013242054767139716,0.44458325004997,16.1,39109,3.24886583639731,10.574107898514463
01015,2016,0.7127984904678248,0.4099740932642487,47864,2010,0.712318253887933,2010,605.87,2016,114973,0.7249354196202586,0.036904316665651936,0.2098753620415228,18.0,45197,5.245787155566789,10.718785991936208
01017,2016,0.5755485433330887,0.1481294964028777,13900,2010,0.6509133421014175,2010,596.53,2016,33745,0.558275300044451,0.022492221069788116,0.3979848866498741,13.2,39872,4.035458003526167,10.593429602147125
01019,2016,0.8526666666666667,0.6900214292369328,10733,2010,0.479048828350456,2010,553.7,2016,25768,0.9172617199627445,0.015290282520956225,0.04284383731760323,12.9,41014,3.840265667182113,10.621668750815715
01021,2016,0.8382058692752334,0.6625292612553759,18369,2010,0.702151547785441,2010,692.85,2016,43866,0.8044043222541376,0.07725801303971185,0.10299548625359048,14.2,45182,4.148081285976647,10.718454056417167
01023,2016,0.5690921690921691,0.13672517827756445,7292,2010,0.7053899992784473,2010,913.5,2016,13045,0.5657339977002683,0.009888846301264853,0.4166347259486393,13.0,34884,2.6588768217527674,10.459783550346875
01025,2016,0.5539607417177438,0.10674545315018034,13031,2010,0.798629659737545,2010,1238.47,2016,24340,0.5289235825801151,0.013927691043549713,0.4435086277732128,12.6,36127,2.978244340755704,10.49479578720404
01027,2016,0.8091638383215057,0.605072463768116,6624,2010,0.7364341085271318,2010,603.96,2016,13393,0.80333009781229,0.030239677443440603,0.14179048756813262,10.2,41225,3.098979490810853,10.626800147427799
01029,2016,0.8939205955334988,0.770514181707872,6593,2010,0.7681004541811381,2010,560.1,2016,14848,0.9270608836206896,0.024110991379310345,0.031923491379310345,13.7,40188,3.2775051158101953,10.601323722582205
01031,2016,0.7899582006369427,0.5611787932777965,20767,2010,0.6622086970449267,2010,678.97,2016,51202,0.7060856997773525,0.06978243037381353,0.17692668255146282,23.4,53155,4.322956928803566,10.880967452722706
