fips,year_x,pct_two_party_rep,rep_margin,totalvotes,YEAR,religious_frac,year_y,area,year,population,white_pct,hispanic_pct,black_pct,edu_2022,inc_2022,density,log_inc,edu_X_white
01073,2024,0.4471601275427558,-0.10443113691737912,296741,2010,0.8459297822514754,2010,1111.28,2019,658573,0.4951478423804195,0.04080489178876146,0.43466859406626146,35.6,63595,6.384562868942674,11.060290129885585,17.627263188742933
01089,2024,0.5455514504227597,0.0896641287464032,196355,2010,0.5024655701276243,2010,801.59,2019,372909,0.6450286799192296,0.0518946981703311,0.24861025075822787,45.1,78058,6.142492445829657,11.265207419089439,29.090793464357258
01097,2024,0.5830488270626223,0.16445042825632358,174545,2010,0.6187214280179761,2010,1229.44,2019,413210,0.5652017134144866,0.030113017593959488,0.36230730137218364,24.2,55352,5.8173971571499115,10.921468071178648,13.677881464630573
01003,2024,0.7934764602590862,0.5817680283725207,121808,2010,0.5297725838751268,2010,1589.78,2019,223234,0.8320730713063422,0.04718815234238512,0.0877688882517896,32.6,71039,4.944624906776285,11.1709843009904,27.125582124586757
01117,2024,0.7065532624409107,0.40843366098752226,114043,2010,0.4387574646948766,2010,784.93,2019,217702,0.7721150931089287,0.05803805201605865,0.13319583651045924,45.6,90618,5.625287892303135,11.414408147794397,35.20844824576715
01101,2024,0.34467276613550774,-0.30734545454545453,89375,2010,0.6985607966411321,2010,784.25,2019,226486,0.32699151382425407,0.03684112925302226,0.5932198899711241,33.7,56707,5.6657105647695865,10.945652938885804,11.019614015877362
01125,2024,0.6029742163260939,0.204114091824833,84879,2010,0.5388069209271741,2010,1321.76,2019,209355,0.6079864345250889,0.03968379069045402,0.32416230804136514,30.9,61645,5.06506719379666,11.029147402302653,18.786780826825247
01081,2024,0.6407864323707149,0.27817594057362954,72695,2010,0.39437563726853336,2010,607.54,2019,164542,0.6768119993679426,0.03701790424329351,0.22935177644613533,40.2,59288,5.601503119079606,10.990162203631195,27.207842374591294
01103,2024,0.7654851346492307,0.5257171766381232,53369,2010,0.6936396351159093,2010,579.34,2019,119679,0.7505660976445324,0.08745059701367826,0.1308918022376524,23.8,61588,5.330678912987543,11.028222325349809,17.863473123939873
01083,2024,0.7220972783410841,0.4389407864999247,53096,2010,0.5239424029378368,2010,559.94,2019,98915,0.7582469797300713,0.06216448465854522,0.13912955567911844,29.5,80146,5.174186539330346,11.29160525036688,22.3682859020371
01015,2024,0.7257306780858936,0.4475169997939419,48530,2010,0.712318253887933,2010,605.87,2019,113605,0.7170811143875709,0.040614409577043264,0.21313322477003652,19.2,54339,5.2338173567809525,10.902997480161027,13.767957396241362
01055,2024,0.7804947460595446,0.5568085522456163,46023,2010,0.8096045197740113,2010,534.99,2019,102268,0.7745042437517112,0.041361911839480583,0.15744905542300622,17.7,52177,5.253104042399253,10.862397063745467,13.708725114405288
01069,2024,0.7409461217224619,0.47781423237922843,44195,2010,0.7939771731316533,2010,579.82,2019,105882,0.6607638692128974,0.03429289208741807,0.2736631344326703,22.5,55064,5.207362834925331,10.916251424078201,14.867187057290192
01077,2024,0.7600501928707534,0.5150734109633175,43454,2010,0.5878070090282497,2010,667.7,2019,92729,0.8457440498657378,0.02859946726482546,0.1001736242168038,25.8,56081,4.933597568875752,10.934552353218534,21.820196486536037
01115,2024,0.8229062840453397,0.6413674033149172,43440,2010,0.47841326426853925,2010,631.9,2019,89512,0.85386316918402,0.02441013495397265,0.09663508803288945,19.3,73218,4.953396819708147,11.201196571359894,16.479559165251587
01043,2024,0.9055049949699366,0.8051890736783425,43052,2010,0.7807004452404049,2010,734.84,2019,83768,0.9167701270174768,0.04479037341228154,0.013800019100372457,18.3,58119,4.736153563526561,10.970247911755056,16.776893324419827
01051,2024,0.7624671916010499,0.5205948277939794,41491,2010,0.47327339444913813,2010,618.49,2019,81209,0.7308426405940228,0.0315605413193119,0.21154059279143939,24.2,73258,4.877500333893089,11.201742735932854,17.68639190237535
01095,2024,0.8611298672068423,0.7170593639049582,40277,2010,0.6595641750610091,2010,565.84,2019,96774,0.798241263149193,0.1474776282885899,0.031806063612127226,21.4,58272,5.141822289417503,10.972876982527335,17.082363031392727
01121,2024,0.6697375598521123,0.3376639035418237,33175,2010,0.5362068756000049,2010,736.78,2019,79978,0.6226712345895121,0.023919077746380253,0.33022831278601616,16.6,52457,4.687217535672156,10.867749065357904,10.336342494185903
01127,2024,0.8612595548941352,0.7181228359162268,29747,2010,0.6534920848067082,2010,791.19,2019,63521,0.8884778262306954,0.026463689173659107,0.06193227436595772,15.3,52987,4.385587697670838,10.877801879428592,13.59371074132964
01049,2024,0.8721377292368412,0.7394449514924112,29583,2010,0.5588744040838712,2010,777.09,2019,71513,0.7984981751569644,0.15065792233579908,0.018737851859102542,14.1,47920,4.522078356561307,10.777288232789331,11.258824269713198
01001,2024,0.7335887977652831,0.4627527492018446,28190,2010,0.6766414395924575,2010,594.44,2019,55869,0.7377078522973384,0.029909252000214787,0.20113121766990638,29.6,68315,4.5431451577092465,11.131884640772588,21.836152428001217
01009,2024,0.9077694235588972,0.8101725057798328,28115,2010,0.6588744286661317,2010,644.78,2019,57826,0.8677065679798015,0.0965309722270259,0.016912807387680282,14.7,57440,4.496284607166615,10.958496203722106,12.755286549303081
01033,2024,0.7341998435812447,0.4643358192424131,27086,2010,0.6941096494451385,2010,592.62,2019,55241,0.7772306801107873,0.032385365941963395,0.16218026465849641,18.0,56149,4.534907326035324,10.935764150568996,13.990152241994172
01071,2024,0.8596942053192856,0.7144923220894126,23509,2010,0.546019877130028,2010,1077.87,2019,51626,0.8904621702243056,0.03068221438809902,0.0349242629682718,16.2,46748,3.869038550030861,10.752526753053047,14.42548715763375
01031,2024,0.7917722664735699,0.5789851818590032,22270,2010,0.6622086970449267,2010,678.97,2019,52342,0.6942417179320622,0.07968744029651141,0.1760727522830614,21.6,62199,4.344977443085754,11.038094201427613,14.995621107332546
01113,2024,0.49160975609756097,-0.01663523381207989,20679,2010,0.6950724309214875,2010,641.14,2019,57961,0.45827366677593556,0.058280567968116495,0.45485757664636567,16.4,47420,4.504277807754602,10.766799359619396,7.515688135125343
01123,2024,0.7494838612216124,0.49594594594594593,19980,2010,0.704632833525567,2010,716.52,2019,40367,0.687021577030743,0.025292937300270022,0.27004731587683006,18.2,53282,4.031361738130394,10.883353842047292,12.50379270195952
01021,2024,0.8624732388622693,0.720904298459043,19728,2010,0.702151547785441,2010,692.85,2019,44428,0.7986179886558027,0.08184028090393446,0.10344827586206896,14.0,62471,4.160811654742287,11.042457728043182,11.180651841181238
01045,2024,0.7635021097046414,0.5230592053604146,19103,2010,0.49758213766890214,2010,561.15,2019,49172,0.6797567721467502,0.07016188074513952,0.20975351826242578,19.2,52813,4.473091385324967,10.874512651510335,13.051330025217604
01039,2024,0.8638102524866106,0.7241682286785379,17072,2010,0.6248642923341718,2010,1030.46,2019,37049,0.8306297066047666,0.018543010607573754,0.12518556506248482,16.3,48772,3.582236056338211,10.794911656680155,13.539264217657697
01079,2024,0.8136440307365528,0.6230840831523425,16115,2010,0.5224962870205888,2010,690.68,2019,32924,0.7630300085044345,0.023660551573320376,0.10879601506499818,15.8,54786,3.864280534548305,10.911189965844395,12.055874134370065
01047,2024,0.33644496304939714,-0.3249613601236476,15528,2010,0.615814696485623,2010,978.7,2019,37196,0.26970642004516615,0.011533498225615658,0.7070652758361115,15.7,37180,3.637731347166314,10.523526261275435,4.234390794709109
01053,2024,0.7330280172413793,0.46352736285082724,14929,2010,0.6062005793470602,2010,945.08,2019,36633,0.6031174078017089,0.025987497611443235,0.31255971391914394,12.6,41153,3.6574351725058567,10.625052107457568,7.599279338301532
01017,2024,0.6171011618022103,0.23247310315730257,14221,2010,0.6509133421014175,2010,596.53,2019,33254,0.5512419558549347,0.02619233776387803,0.4019065375593914,12.7,48805,4.020800805948985,10.795588045609065,7.000772839357671
01093,2024,0.9109507513762833,0.8169784811062634,13523,2010,0.6123602807382376,2010,742.29,2019,29709,0.9172977885489245,0.026927866976337138,0.03860782927732337,11.8,49743,3.689465306798848,10.814625029169482,10.82411390487731
01109,2024,0.6266859711956108,0.2516270622067504,13214,2010,0.5103194625976474,2010,672.09,2019,33114,0.5580117170985082,0.024219363411246,0.3783596062088543,27.7,42616,3.8973191725406084,10.659985048596836,15.456924563628675
01019,2024,0.879714971729533,0.7551601971657425,12984,2010,0.479048828350456,2010,553.7,2019,26196,0.916704840433654,0.017140021377309512,0.04096045197740113,14.6,46621,3.8567389825090226,10.74980636238115,13.383890670331347
01061,2024,0.8870941558441559,0.7698143664245359,12390,2010,0.6234415826801045,2010,574.41,2019,26271,0.8355601233299075,0.0416809409615165,0.0930684024209204,13.9,47608,3.822877521137111,10.770756093324689,11.614285714285714
01059,2024,0.8691697955778056,0.7327150782479093,12077,2010,0.647300025233409,2010,633.82,2019,31362,0.7618455455646961,0.1787513551431669,0.04377909572093616,14.8,47359,3.901587245486224,10.7655121544701,11.275314074357503
