fips,year,pct_two_party_rep,rep_margin,totalvotes
01013,2020,0.579512817785342,0.15793365729980985,9466
01015,2020,0.6981350585040533,0.39110813314151704,50743
01017,2020,0.5791843220338984,0.1566572794551051,15269
01019,2020,0.8670880880059109,0.7285539714867617,12275
01021,2020,0.8400669876491522,0.6747663551401869,19260
01023,2020,0.5787061994609164,0.15654737970781396,7461
01025,2020,0.5605828220858896,0.12059227598839872,13102
01027,2020,0.8157933148445482,0.6259221756111674,6913
01029,2020,0.9059350503919373,0.8044382801664355,7210
01031,2020,0.7692167077963623,0.5311992786293959,22180
01033,2020,0.7103988837820092,0.41568023350089184,24668
01035,2020,0.5378953961791418,0.07540115282754323,6419
01037,2020,0.6690036900369004,0.3347953216374269,5472
01039,2020,0.8429116558741906,0.6810196348604891,17418
01041,2020,0.741011578305911,0.47816230920356656,6617
01043,2020,0.8920451791167774,0.7748317405571125,41751
01045,2020,0.7348083354772318,0.46332301132037157,19699
01047,2020,0.31113740070981916,-0.3753989138346117,17861
01049,2020,0.8528002757194555,0.6982129459109201,29322
01051,2020,0.7449062956452851,0.4838473013621579,40891
01053,2020,0.6890329139661965,0.37513397642015006,15861
01055,2020,0.7547085201793722,0.5026548672566372,47460
01057,2020,0.8399539435808866,0.6743947007766103,8756
01059,2020,0.8325166680054623,0.6589461954791468,12564
01061,2020,0.8719845609520747,0.7379167331312809,12538
01063,2020,0.18401682439537329,-0.6298469922448124,4771
01065,2020,0.40497651390123146,-0.18896743246654885,7922
01067,2020,0.7180352864299717,0.43211741851931795,9266
01069,2020,0.7176986835689907,0.4294207650273224,45750
01071,2020,0.8411767224767696,0.675154647911194,23602
01073,2020,0.4334755885640571,-0.13087857087857088,324675
01075,2020,0.8631402183039463,0.7221371921524976,7187
01077,2020,0.7267663981588032,0.4463521257559628,44149
01079,2020,0.7758380771663504,0.546593971297863,15957
01081,2020,0.6035565003806432,0.20314173006480699,70980
01083,2020,0.7176416494242063,0.4271854617057062,48754
01085,2020,0.26973394090842273,-0.4587115666178624,6830
01087,2020,0.17847616838687233,-0.6375761756927676,8697
01089,2020,0.5409710481825867,0.07996700265525508,193955
01091,2020,0.4935725515583094,-0.012773387244991729,10882
01093,2020,0.8932366087784861,0.7785434498766864,13786
01095,2020,0.8491301893570072,0.6891015901954827,39492
01097,2020,0.5609141442581638,0.12020375942744921,181783
01099,2020,0.5807276861853325,0.16045197740112993,10620
01101,2020,0.34080689804191916,-0.31421869287948334,98476
01103,2020,0.7501281734804321,0.4925956396544632,53482
01105,2020,0.25766634522661525,-0.4818791946308725,5215
01107,2020,0.5818673883626523,0.16285329744279947,9659
01109,2020,0.5882784420156972,0.174470861119165,13796
01111,2020,0.7950888289461445,0.5861973392461197,10824
01113,2020,0.46929194212896425,-0.06073526624976312,21108
01117,2020,0.7062526675202732,0.405386275657774,114439
01115,2020,0.8243147636761987,0.6408920759482253,44346
01119,2020,0.2562129228795895,-0.48408150270614453,6282
01121,2020,0.6291428247691349,0.25618836222640556,35591
01123,2020,0.7193532818532818,0.43517809268479507,20888
