fips,YEAR,religious_frac
01091,2000,0.511069701406451
01091,2010,0.7778570409473534
01093,2000,0.5956942397642083
01093,2010,0.6123602807382376
01095,2000,0.6526735659301237
01095,2010,0.6595641750610091
01097,2000,0.5326965834089881
01097,2010,0.6187214280179761
01099,2000,0.5233514224634106
01099,2010,0.6535893878966533
01101,2000,0.5057715538454656
01101,2010,0.6985607966411321
01103,2000,0.5865536987682778
01103,2010,0.6936396351159093
01105,2000,0.30073349633251834
01105,2010,0.5471626852988386
01107,2000,0.593679889254857
01107,2010,0.6905702420743441
01109,2000,0.49684174970444184
01109,2010,0.5103194625976474
01111,2000,0.4987488829311886
01111,2010,0.5842971239034609
01113,2000,0.4683254280890747
01113,2010,0.6950724309214875
01115,2000,0.5005560532575454
01115,2010,0.47841326426853925
01117,2000,0.45621907560034336
01117,2010,0.4387574646948766
01119,2000,0.27118529531017704
01119,2010,0.36147642229165156
01121,2000,0.501052028734702
01121,2010,0.5362068756000049
01123,2000,0.5804701627486437
01123,2010,0.704632833525567
01125,2000,0.5082941622441244
01125,2010,0.5388069209271741
01127,2000,0.6171283922333941
01127,2010,0.6534920848067082
01129,2000,0.4866552467259767
01129,2010,0.5946191911722882
01131,2000,0.3412728513995297
01131,2010,0.6149957155098543
01133,2000,0.596989091494586
01133,2010,0.607008658715896
02016,2000,0.14763538348444008
02016,2010,0.2363824408182027
02020,2000,0.372175670328066
02020,2010,0.3515725123875186
02050,2000,0.47894539547669623
02050,2010,0.529653794157409
02060,2000,0.21462639109697934
02060,2010,0.2938816449348044
02070,2000,0.30407709414381023
02070,2010,0.5634455078728002
02090,2000,0.34322790922259777
02090,2010,0.2968200776790564
02100,2000,0.38001672240802675
02100,2010,0.3496810207336523
02110,2000,0.30044609423333657
02110,2010,0.2834212629896083
02122,2000,0.27620695900666115
02122,2010,0.32077617328519853
02150,2000,0.256091425285704
02150,2010,0.28678634490876986
02170,2000,0.27735072991470283
02170,2010,0.2996685207034103
02180,2000,0.48575467594606353
02180,2010,0.4638643067846608
02185,2000,0.23073798239675017
02185,2010,0.16320254506892895
02188,2000,0.3913706992230855
02188,2010,0.3170277814701582
02220,2000,0.3880022637238257
02220,2010,0.3436549938070037
02231,2000,0.25706880301602264
02231,2010,0.282010582010582
02240,2000,0.21460965338516358
02240,2010,0.28396642481149525
02261,2000,0.22530652280529673
02261,2010,0.345475300954753
02270,2000,0.7696357427433125
02270,2010,0.8684810296286365
02280,2000,0.3252788104089219
02280,2010,0.32129262490087235
02290,2000,0.421364282330649
02290,2010,0.5996762881035879
04001,2000,0.4986819929994382
04001,2010,0.4886182499510613
04003,2000,0.40768544860090866
04003,2010,0.40617909947771536
04005,2000,0.30890646492434665
04005,2010,0.3034198525528005
04007,2000,0.43999220804519334
04007,2010,0.3797973767188462
04009,2000,0.6708172832870495
04009,2010,0.554325631380978
04011,2000,0.9177489177489178
04011,2010,0.5373948085812492
04012,2000,0.34990903577926014
04012,2010,0.3551748057713652
04013,2000,0.3977271284693548
04013,2010,0.3930618317436956
04015,2000,0.28148059755405336
04015,2010,0.2243563485958059
04017,2000,0.392418179952806
04017,2010,0.4364582266935942
04019,2000,0.44882109070739296
04019,2010,0.3987633930894056
04021,2000,0.321904889081774
04021,2010,0.21174654708997526
04023,2000,0.6606133243010864
04023,2010,0.4003584985238296
04025,2000,0.2973369866938878
04025,2010,0.2698250984443191
05001,2000,0.6988770543158707
05001,2010,0.7916294232083706
05003,2000,0.7990003717625677
05003,2010,0.9238090879970713
05005,2000,0.5143281404678789
05005,2010,0.5137185941753186
05007,2000,0.5377951318722866
05007,2010,0.5129145789942124
05009,2000,0.5472487333568988
05009,2010,0.7521610709156437
05011,2000,0.6980952380952381
05011,2010,0.9622002085505735
05013,2000,0.5940111420612814
05013,2010,0.6711997019374069
05015,2000,0.4364869661237528
05015,2010,0.39430153756467246
05017,2000,0.4554792094637671
05017,2010,0.5308474576271186
05019,2000,0.684192644185849
05019,2010,0.7168949771689498
05021,2000,0.5491510023283548
05021,2010,0.5008393956351427
05023,2000,0.4414039757132163
05023,2010,0.5392375818251829
05025,2000,0.6161474740403687
05025,2010,0.6432270687075613
05027,2000,0.6415654415498184
05027,2010,0.8021749755620723
05029,2000,0.5694335169158143
05029,2010,0.5624030461147934
05031,2000,0.6465525636655792
05031,2010,0.6624534699252408
05033,2000,0.5293255958082146
05033,2010,0.49696519661651706
05035,2000,0.4167223685762592
05035,2010,0.5081725668932459
05037,2000,0.8103042097715866
05037,2010,0.7369893676552882
05039,2000,0.852985884907709
05039,2010,0.7662641695416461
05041,2000,0.6222540903461313
05041,2010,0.6914975399753998
05043,2000,0.646317363670352
05043,2010,0.7600626722135178
05045,2000,0.5653033227149069
05045,2010,0.5503148264259915
05047,2000,0.48562264363288504
05047,2010,0.4246620689655172
05049,2000,0.4608314722556262
05049,2010,0.4466312780726827
05051,2000,0.5977880728527956
05051,2010,0.5400108306256769
05053,2000,0.7882653061224489
05053,2010,0.5602419761384642
05055,2000,0.6146902038520264
05055,2010,0.5706343549536707
05057,2000,0.5079068978674693
05057,2010,0.7284709628908842
05059,2000,0.5847856883998287
05059,2010,0.5126811043951037
05061,2000,0.6592307692307692
05061,2010,0.7787366741605628
05063,2000,0.6436187304647563
05063,2010,0.628018664556444
05065,2000,0.5546833723299872
05065,2010,0.4926255841121495
05067,2000,0.5665110218264741
05067,2010,0.5960437850752903
05069,2000,0.47806070386103133
05069,2010,0.601446374378511
05071,2000,0.47956630525437866
05071,2010,0.4946750195771339
05073,2000,0.5469096857109476
05073,2010,0.5572269457161544
05075,2000,0.6076291211882525
05075,2010,0.6233706574791846
05077,2000,0.34427662957074723
05077,2010,0.39792785878741366
05079,2000,0.3961495997791885
05079,2010,0.3727182680062261
05081,2000,0.5325066040504843
05081,2010,0.6783843292081088
05083,2000,0.7417948946010852
05083,2010,0.8088399767369033
05085,2000,0.570701143333081
05085,2010,0.4808941424308034
05087,2000,0.3498560696482483
05087,2010,0.37812559648787936
05089,2000,0.36059479553903345
05089,2010,0.3843751876538762
05091,2000,0.6441287738298346
05091,2010,0.6264552942800607
05093,2000,0.6334866003578368
05093,2010,0.707314974182444
05095,2000,0.559781548663936
05095,2010,0.7165296355381028
05097,2000,0.5286100594916171
05097,2010,0.4440813745124908
05099,2000,0.6037167252636866
05099,2010,0.8171612759808825
05101,2000,0.24012546468401488
05101,2010,0.2735894357743097
05103,2000,0.6264327891629038
05103,2010,0.9760719754977029
05105,2000,0.5065138603193261
05105,2010,0.35672570607946386
05107,2000,0.4335413121573076
05107,2010,0.5691501585696558
05109,2000,0.5977174201539415
05109,2010,0.5951642901425914
05111,2000,0.6822831264152417
05111,2010,0.7168775169832812
05113,2000,0.5899451282811805
05113,2010,0.5746297551059917
05115,2000,0.5073528061833337
05115,2010,0.46811542572141074
05117,2000,0.6732361882796939
05117,2010,0.5028112449799197
05119,2000,0.5915985658719576
05119,2010,0.6057797819975546
05121,2000,0.5776312173674086
05121,2010,0.6190105181145306
05123,2000,0.4507825019605169
05123,2010,0.5504635855333003
05125,2000,0.49817428677465314
05125,2010,0.41125674489814973
05127,2000,0.5741178610403783
05127,2010,0.5766046470221668
05129,2000,0.3566154218617601
05129,2010,0.461012812690665
05131,2000,0.6884705964143877
05131,2010,0.6991983712940578
05133,2000,0.6591990861204544
05133,2010,0.5416813225466057
05135,2000,0.6470004089023892
05135,2010,0.7126390176088971
05137,2000,0.5076093573354205
05137,2010,0.4736162659351299
05139,2000,0.6744395011944159
05139,2010,0.902279113331252
05141,2000,0.5436635375494071
05141,2010,0.4438276958658572
05143,2000,0.5012712804742732
05143,2010,0.5910176544456208
05145,2000,0.6251619146877093
05145,2010,0.6769811614510354
05147,2000,0.590321473515616
05147,2010,0.46804407713498625
05149,2000,0.4847911443303846
05149,2010,0.5184133423484336
06001,2000,0.35008426026551853
06001,2010,0.337945971285948
06003,2000,0.5389072847682119
06003,2010,0.0425531914893617
06005,2000,0.2509116809116809
06005,2010,0.25003281615079676
06007,2000,0.27392196720988726
06007,2010,0.34360454545454544
06009,2000,0.18479064950436455
06009,2010,0.6898723068146912
06011,2000,0.29227823867262287
06011,2010,0.5334516083850787
06013,2000,0.38895581440447885
06013,2010,0.3860108195705536
06015,2000,0.356127531173883
06015,2010,0.21492485145054177
06017,2000,0.27023205522748067
06017,2010,0.2975123993416474
06019,2000,0.47559753667405963
06019,2010,0.5205524208716212
06021,2000,0.44320114920802933
06021,2010,0.3864945594196714
06023,2000,0.3711013452631246
06023,2010,0.2146735698951888
06025,2000,0.6255716102022324
06025,2010,0.387599697469747
06027,2000,0.5977152410142101
06027,2010,0.42553650382831876
06029,2000,0.43685208835553807
06029,2010,0.4809850994067632
06031,2000,0.3988768818408633
06031,2010,0.5542874325083997
06033,2000,0.3237922104649368
06033,2010,0.2562437176215882
06035,2000,0.15889204209530566
06035,2010,0.23063476142713857
06037,2000,0.5822059265045532
06037,2010,0.5321408692986427
06039,2000,0.31624007992916847
06039,2010,0.5318132104861962
06041,2000,0.3253197675594143
06041,2010,0.434822054681093
06043,2000,0.5233508464681844
06043,2010,0.42118240096433074
06045,2000,0.33275952008346377
06045,2010,0.32887831422684166
06047,2000,0.5037567559865878
06047,2010,0.5452533884820929
06049,2000,0.19525875754048047
06049,2010,0.15568862275449102
06051,2000,0.188205088306232
06051,2010,0.961413885368258
06053,2000,0.45012470069344535
06053,2010,0.496731774190051
06055,2000,0.37859171702379324
06055,2010,0.5227865537352364
06057,2000,0.3094433518411874
06057,2010,0.3134644202340934
06059,2000,0.449223884152312
06059,2010,0.460137956144244
06061,2000,0.3721472308664689
06061,2010,0.3872319419571107
06063,2000,0.2951882443334614
06063,2010,0.22092267706302793
06065,2000,0.43097457141803314
06065,2010,0.4457963657056111
06067,2000,0.3695703878793526
06067,2010,0.3726885200607843
06069,2000,0.6917383627005297
06069,2010,0.6458050625124392
06071,2000,0.4204359454649902
06071,2010,0.4044000373425838
06073,2000,0.4374666158226163
06073,2010,0.4400201207438472
06075,2000,0.4213558584481411
06075,2010,0.3267083522201593
06077,2000,0.3816266203925493
06077,2010,0.4443839686213166
06079,2000,0.4342490909312026
06079,2010,0.5421696577250155
06081,2000,0.4207924362344643
06081,2010,0.4621498195423209
06083,2000,0.5581624501999514
06083,2010,0.47788957170997537
06085,2000,0.43303310085374586
06085,2010,0.4368683495337447
06087,2000,0.3447429988810729
06087,2010,0.32700032776638643
06089,2000,0.23949502621649435
06089,2010,0.27499252354378384
06091,2000,0.3991561181434599
06091,2010,0.145679012345679
06093,2000,0.32376244328570464
06093,2010,0.28365256124721605
06095,2000,0.37439866985010467
06095,2010,0.3784692653092823
06097,2000,0.32209221698421764
06097,2010,0.3536614601201129
06099,2000,0.4372423081139247
06099,2010,0.39626749187972465
06101,2000,0.3067781578613962
06101,2010,0.3171200270221772
06103,2000,0.2834811470582987
06103,2010,0.3001118762113357
06105,2000,0.20964521578866532
06105,2010,0.14536486290439576
06107,2000,0.518378027340831
06107,2010,0.40895203073868275
06109,2000,0.27030696684464506
06109,2010,0.4521087329540323
06111,2000,0.44619269593479527
06111,2010,0.44783668035922936
06113,2000,0.31956599075062253
06113,2010,0.36653904176769614
06115,2000,0.2590378451983593
06115,2010,0.33179959808745063
08003,2000,0.6455966858211947
08003,2010,0.735189381676918
08005,2000,0.36093629282308026
08005,2010,0.33467656638164484
08007,2000,0.6032531824611033
08007,2010,0.7866600463422708
08009,2000,0.4027009076820899
08009,2010,0.2800950369588173
08011,2000,0.34611537179059687
08011,2010,0.33866748730573937
08013,2000,0.3683936390839659
08013,2010,0.3407324301787927
08015,2000,0.5307228173870213
08015,2010,0.4514009770340839
08017,2000,0.5410129986553115
08017,2010,0.5021786492374728
08019,2000,0.15415146964170778
08019,2010,0.15283890845070422
08021,2000,0.6715476190476191
08021,2010,0.7438226744186046
08023,2000,0.8708708708708709
08023,2010,0.9835414301929626
08025,2000,0.2506342877854295
08025,2010,0.29984544049459044
08027,2000,0.32600628033114476
08027,2010,0.36568742655699177
08029,2000,0.3601710138679313
08029,2010,0.36104290514344795
08031,2000,0.5311393418386112
08031,2010,0.509922387104729
08033,2000,0.2917570498915401
08033,2010,0.17102713178294573
08035,2000,0.28298419489548604
08035,2010,0.3443784702152628
08037,2000,0.33747809596965844
08037,2010,0.30549648447228767
08039,2000,0.09259259259259259
08039,2010,0.17322186606601403
08041,2000,0.3711273695227004
08041,2010,0.3341288169150343
08043,2000,0.36012569075739514
08043,2010,0.40848710063215443
08045,2000,0.27855038706583546
08045,2010,0.27258862544113216
08047,2000,0.05970149253731343
08047,2010,0.048152913067450835
08049,2000,0.2123452821089857
08049,2010,0.2504210739068921
08051,2000,0.38356262539409575
08051,2010,0.39774210388932396
08053,2000,0.330379746835443
08053,2010,0.33214709371293
08055,2000,0.5422284406003561
08055,2010,0.6541499031440918
08057,2000,0.21116043119847813
08057,2010,0.2618364418938307
08061,2000,0.41060419235511714
08061,2010,1.0879828326180256
08063,2000,0.7055298963924603
08063,2010,0.5530834340991536
08065,2000,0.7544802867383512
08065,2010,0.16196990424076607
08067,2000,0.3534512186795931
08067,2010,0.3990142985156037
08069,2000,0.3929974472552029
08069,2010,0.40925474752194374
08071,2000,0.7930558295521799
08071,2010,0.8917908041529632
08073,2000,0.34565467389518645
08073,2010,0.3736967258094019
08075,2000,0.4433281310963714
08075,2010,0.36404068871372586
08077,2000,0.28575975226871964
08077,2010,0.33775209067426376
08079,2000,0.3838748495788207
08079,2010,0.7963483146067416
08081,2000,0.39464502427184467
08081,2010,0.3198260239217108
08083,2000,0.30801510700797313
08083,2010,0.31717250832191113
08085,2000,0.2966618808327351
08085,2010,0.27502664986917336
08087,2000,0.5879798314379302
08087,2010,0.508682836748464
08089,2000,0.7736694402048151
08089,2010,0.8052148053741172
08091,2000,0.346071619454837
08091,2010,0.20874661857529306
08093,2000,0.11870825586999931
08093,2010,0.1266814759965445
08095,2000,0.6102678571428571
08095,2010,0.6087348041422782
08097,2000,0.185852608929532
08097,2010,0.1841614182411943
08099,2000,0.5583097424566733
08099,2010,0.5563700103577405
08101,2000,0.5649669192490386
08101,2010,0.6245701388757914
08103,2000,0.37270297360507854
08103,2010,0.42814281428142814
08105,2000,0.5768951905260614
08105,2010,0.6643298280754465
08107,2000,0.3053834433722702
08107,2010,0.2719809434684589
08109,2000,0.49264830150414063
08109,2010,0.6614276358873609
08111,2000,0.33691756272401435
08111,2010,0.5064377682403434
08113,2000,0.3231725811343646
08113,2010,0.29501290936268515
08115,2000,0.5384055333090645
08115,2010,0.5556956704497689
08117,2000,0.17300832342449465
08117,2010,0.20725869829249124
08119,2000,0.24281196789102408
08119,2010,0.29164882226980726
08121,2000,0.5235485180673974
08121,2010,0.364353967594516
08125,2000,0.5802255868306067
08125,2010,0.5333067808423778
09001,2000,0.7013711140344019
09001,2010,0.6317263088318541
09003,2000,0.5748544943145163
09003,2010,0.49447883366479717
09005,2000,0.5356215661413996
09005,2010,0.424115581249638
09007,2000,0.5434575130101695
09007,2010,0.4185337646973611
09009,2000,0.5374790050582033
09009,2010,0.4875851761844084
09011,2000,0.45443440066695484
09011,2010,0.45182901242451334
09013,2000,0.46948608137044967
09013,2010,0.3943126968845577
09015,2000,0.49158042368298027
09015,2010,0.4555510521160536
10001,2000,0.3210888971325288
10001,2010,0.3135111823054649
10003,2000,0.4565680189499565
10003,2010,0.46384538672817327
10005,2000,0.31305302672403884
10005,2010,0.36892642471277487
11001,2000,0.7348000818097434
11001,2010,0.5551773822838748
12001,2000,0.33617031038517126
12001,2010,0.4035967267199275
12003,2000,0.299654072509996
12003,2010,0.2567582518900977
12005,2000,0.41471626061787786
12005,2010,0.4085056736076564
12007,2000,0.46105489113768783
12007,2010,0.4503506311360449
12009,2000,0.39183167797072843
12009,2010,0.34521767615794585
12011,2000,0.45873366777201485
12011,2010,0.36404975555842856
12013,2000,0.33302604286702003
12013,2010,0.4125128205128205
12015,2000,0.35810262167524554
12015,2010,0.3892847766567903
12017,2000,0.36185798365584115
12017,2010,0.30786768246056245
12019,2000,0.40915675998125184
12019,2010,0.4375239043302858
12021,2000,0.3691228712252911
12021,2010,0.33787322717093804
12023,2000,0.33783377276024984
12023,2010,0.4040366646429047
12027,2000,0.3133285727591667
12027,2010,0.4095576845849349
12029,2000,0.4426122803211109
12029,2010,0.28815004262574595
12031,2000,0.44217394486178213
12031,2010,0.5576994502830736
12033,2000,0.47447437247376106
12033,2010,0.5288976846236295
12035,2000,0.35370846042703485
12035,2010,0.3262414311987962
12037,2000,0.2707786922311658
12037,2010,0.4009005108667417
12039,2000,0.2925677024419456
12039,2010,0.4526935264825713
12041,2000,0.41552954214864585
12041,2010,0.3840840663557471
12043,2000,0.3262102874432678
12043,2010,0.24417882645141262
12045,2000,0.48694869486948694
12045,2010,0.4320115993191704
12047,2000,0.2924138966008854
12047,2010,0.39320224339482396
12049,2000,0.6927388818769025
12049,2010,0.5145505030471313
12051,2000,0.22952223142778239
12051,2010,0.28390393459376595
12053,2000,0.4415987523126558
12053,2010,0.2737617057727257
12055,2000,0.3577535883524483
12055,2010,0.34253841637478993
12057,2000,0.4182820326983987
12057,2010,0.39323850943601907
12059,2000,0.5575307045895281
12059,2010,0.49606062126762684
12061,2000,0.511456700930525
12061,2010,0.47228098646651406
12063,2000,0.415249705913806
12063,2010,0.4733646926386041
12065,2000,0.34862811967136875
12065,2010,0.5906103922498476
12067,2000,0.5126744517231558
12067,2010,0.4248027057497181
12069,2000,0.39672632618939047
12069,2010,0.3789033569880021
12071,2000,0.3825438660158589
12071,2010,0.3711685096177156
12073,2000,0.3770442510398744
12073,2010,0.4725667635859405
12075,2000,0.3383164005805515
12075,2010,0.4689345849366437
12077,2000,0.46802449793476714
12077,2010,0.42940824865511057
12079,2000,0.44616452250040034
12079,2010,0.4963587182688306
12081,2000,0.3584499359853334
12081,2010,0.371938432564205
12083,2000,0.3440961547374438
12083,2010,0.3495131271544048
12085,2000,0.4711396580157972
12085,2010,0.411138752579997
12086,2000,0.3964303116853839
12086,2010,0.39876503894553633
12087,2000,0.29428689894332133
12087,2010,0.329155835271583
12089,2000,0.4851811386851187
12089,2010,0.463431268243446
12091,2000,0.43788196928996237
12091,2010,0.4666965302894559
12093,2000,0.35226956279587857
12093,2010,0.3568606860686069
12095,2000,0.4025374186696179
12095,2010,0.4193363445018831
12097,2000,0.2910031131698098
12097,2010,0.3687998957887489
12099,2000,0.559199475947326
12099,2010,0.36553486237003213
12101,2000,0.31274781372819166
12101,2010,0.2161838789576864
12103,2000,0.3561941524630975
12103,2010,0.35412670668665486
12105,2000,0.41898831221431465
12105,2010,0.40537456713641534
12107,2000,0.3818922795109552
12107,2010,0.4177424560271099
12109,2000,0.3857148657977017
12109,2010,0.36744036750351244
12111,2000,0.38658242300007783
12111,2010,0.2833301534618001
12113,2000,0.4152348759586557
12113,2010,0.4251711016568454
12115,2000,0.46847283537399104
12115,2010,0.4338117475912378
12117,2000,0.37005607947513114
12117,2010,0.40703731565724666
12119,2000,0.29254850501452806
12119,2010,0.22198672661100408
12121,2000,0.5037883136264493
12121,2010,0.5279776660008183
12123,2000,0.4712816784378895
12123,2010,0.49140451927337175
12125,2000,0.309328968903437
12125,2010,0.2115223688445446
12127,2000,0.37565045574194245
12127,2010,0.3441071749903456
12129,2000,0.23234046275641868
12129,2010,0.22868468936833897
12131,2000,0.33129725868820964
12131,2010,0.3978162527478517
12133,2000,0.41195823201258763
12133,2010,0.39235218508997427
13001,2000,0.7862104598427005
13001,2010,0.8382320684360606
13003,2000,0.4643185701143383
13003,2010,0.42041791044776117
13005,2000,0.4758982480451351
13005,2010,0.5858868060562364
13007,2000,0.29847815414825724
13007,2010,0.4013329469718922
13009,2000,0.2883668903803132
13009,2010,0.3101049868766404
13011,2000,0.46540008320621273
13011,2010,0.5764609948355531
13013,2000,0.33742198335644935
13013,2010,0.38016636152637423
13015,2000,0.43141846117418015
13015,2010,0.46688698742973533
13017,2000,0.5892816289178677
13017,2010,0.700294884881479
13019,2000,0.41860178626424394
13019,2010,0.37462407964326455
13021,2000,0.4730549039230084
13021,2010,0.6105742958719872
13023,2000,0.6024344248242757
13023,2010,0.42371583862818646
13025,2000,0.5561555813794518
13025,2010,0.34821574058986476
13027,2000,0.4321580547112462
13027,2010,0.46512343778858584
13029,2000,0.41175214587692704
13029,2010,0.40760096583203786
13031,2000,0.348177125198721
13031,2010,0.35870230855775664
13033,2000,0.3827721080789462
13033,2010,0.4879481900840624
13035,2000,0.3499641430181334
13035,2010,0.4200380469245403
13037,2000,0.34715189873417723
13037,2010,0.60845533313415
13039,2000,0.30787376328325394
13039,2010,0.39633361708867026
13043,2000,0.4342696042602067
13043,2010,0.43526095653755226
13045,2000,0.46125727643580694
13045,2010,0.4890931627566115
13047,2000,0.38335648061258965
13047,2010,0.304588533358356
13049,2000,0.4692666796343124
13049,2010,0.3687453783583929
13051,2000,0.45075587809418743
13051,2010,0.5716634983856854
13053,2000,0.05247950544281683
13053,2010,0.09159492322712345
13055,2000,0.5001570475068708
13055,2010,0.47780126849894294
13057,2000,0.3739244413437348
13057,2010,0.41499724744105326
13059,2000,0.35866941244863976
13059,2010,0.373005809071748
13061,2000,0.4879356568364611
13061,2010,0.6138862708136977
13063,2000,0.28362020489013473
13063,2010,0.4483239792771679
13065,2000,0.3514102936900262
13065,2010,0.4095322153574581
13067,2000,0.45755580821751013
13067,2010,0.5399765724234753
13069,2000,0.44382968486889585
13069,2010,0.479625082632921
13071,2000,0.548046512733931
13071,2010,0.5834542177678139
13073,2000,0.2761625302392259
13073,2010,0.38608497980701795
13075,2000,0.4782829243548285
13075,2010,0.5205089472461074
13077,2000,0.39802723757215713
13077,2010,0.475615982154779
13079,2000,0.1321328531412565
13079,2010,0.19572446555819478
13081,2000,0.45617384979087106
13081,2010,0.46179444515551005
13083,2000,0.343407681140293
13083,2010,0.36674081644922746
13085,2000,0.32564535283455215
13085,2010,0.4715181370353784
13087,2000,0.4788243626062323
13087,2010,0.6276488757991524
13089,2000,0.3518716256298199
13089,2010,0.48184618141822505
13091,2000,0.6676751343174586
13091,2010,0.6309414571481006
13093,2000,0.4894577006507592
13093,2010,0.3756535728649953
13095,2000,0.4409410295112684
13095,2010,0.5864114630148575
13097,2000,0.43446091088593314
13097,2010,0.5054039561037137
13099,2000,0.4413145539906103
13099,2010,0.8120457848837209
13101,2000,0.19632392115077252
13101,2010,0.18691125433812594
13103,2000,0.4094045557479686
13103,2010,0.4019712918660287
13105,2000,0.5975330310565062
13105,2010,0.5801348804919171
13107,2000,0.39849796217429134
13107,2010,0.42986104965041155
13109,2000,0.4318246784182944
13109,2010,0.45045454545454544
13111,2000,0.6944640872815436
13111,2010,0.6335613546153197
13113,2000,0.7172128902183799
13113,2010,0.6760347950115889
13115,2000,0.654380831447027
13115,2010,0.6395755681759191
13117,2000,0.40983873098458445
13117,2010,0.420007862755041
13119,2000,0.6601922602908553
13119,2010,0.6981072269516392
13121,2000,0.5879625885103786
13121,2010,0.6506684365634311
13123,2000,0.36851978171896316
13123,2010,0.45178849144634525
13125,2000,0.6201095461658842
13125,2010,0.48053212199870216
13127,2000,0.46314823585129056
13127,2010,0.5228442970888906
13129,2000,0.5652095048068202
13129,2010,0.5883919834740695
13131,2000,0.5440635698888372
13131,2010,0.5617528287553476
13133,2000,0.44071914480077745
13133,2010,0.515130674002751
13135,2000,0.4237740632987112
13135,2010,0.45476896790224025
13137,2000,0.5254024845412512
13137,2010,0.6314212030389629
13139,2000,0.4688139463084357
13139,2010,0.768282095233855
13141,2000,0.17467248908296942
13141,2010,0.3457418602184749
13143,2000,0.514791747761775
13143,2010,0.49847116052814455
13145,2000,0.31998311880143493
13145,2010,0.35189233075193604
13147,2000,0.544070965778145
13147,2010,0.7344227184389006
13149,2000,0.4753904831093353
13149,2010,0.491718776406963
13151,2000,0.40259005706337303
13151,2010,0.34423946410882594
13153,2000,0.5273055568094615
13153,2010,0.49561115082201573
13155,2000,0.43298761454032825
13155,2010,0.45229607884252465
13157,2000,0.3623313857029503
13157,2010,0.3786723981152352
13159,2000,0.31559600910204794
13159,2010,0.3610791366906475
13161,2000,0.7157836644591612
13161,2010,0.5769179718608972
13163,2000,0.43739140507355495
13163,2010,0.6742468989958653
13165,2000,0.5253644314868805
13165,2010,0.641726618705036
13167,2000,0.5453271028037383
13167,2010,0.45090180360721444
13169,2000,0.25864038241888404
13169,2010,0.37437650423802715
13171,2000,0.39793866264454497
13171,2010,0.621226183326964
13173,2000,0.4526999033282696
13173,2010,0.38291327644373885
13175,2000,0.5369033293221018
13175,2010,0.5911343271255729
13177,2000,0.24768752272084663
13177,2010,0.3549014064598205
13179,2000,0.21550073040090895
13179,2010,0.27183899894410035
13181,2000,0.4431001437470053
13181,2010,0.43846923461730863
13183,2000,0.312402950310559
13183,2010,0.2205475663716814
13185,2000,0.44187157357650764
13185,2010,0.5329067223275018
13187,2000,0.2840692805481538
13187,2010,0.22388707201495028
13189,2000,0.465781169045264
13189,2010,0.6263314285714285
13191,2000,0.3390799299345441
