fips,inc_2014
22077,46158
22113,47344
22057,50396
22029,29824
22059,41173
26111,52613
26083,39180
26139,58160
26007,38353
26129,35850
26039,42666
26057,41833
26091,48118
26097,38690
26061,36443
26085,28872
26141,40404
26077,46356
26123,42640
26025,43199
26081,52716
26145,43566
26017,45715
26041,42070
27071,41725
27097,48080
27147,55764
27001,42036
27101,53426
27067,52043
27133,48403
27155,48750
27053,65033
27023,51523
27029,45105
27059,59588
27099,47623
27109,67089
01115,51317
01003,50183
01069,41077
01125,46448
01031,45558
01109,32798
27041,52485
27079,60296
27025,70223
27153,45432
27055,53359
27111,50914
27137,47138
27037,74995
27089,53311
27163,83182
27065,46872
01017,32835
01101,44830
01067,42926
01123,38644
02016,82284
02188,63971
02185,74609
02090,70408
02180,47579
02122,63099
02282,69306
02240,65481
02013,59886
02198,46387
04019,46233
04009,46965
04012,37009
04001,32396
04027,41380
04021,50248
05021,32057
05043,32351
05125,55697
05009,38705
05041,28457
05051,39558
05115,40818
05147,27165
05067,31512
05137,29982
05005,35594
05055,39500
05107,27183
05149,37378
05019,34109
05095,27571
05103,32220
05001,37813
05015,36897
05119,46410
06033,35997
06049,38560
06027,45625
06083,63409
06025,41772
06001,73775
06055,70925
06075,78378
06011,50503
06031,47341
06019,45201
06059,75998
06101,51527
06077,53253
08007,48186
08055,32932
08015,48528
08045,57214
08079,47986
08115,43864
08027,32261
08001,57421
08065,46174
08097,71060
08017,53900
08033,32578
08069,58844
08113,59490
08029,42389
08039,82154
08125,43279
08117,64521
09015,59218
09007,77931
12133,38563
12009,48483
12069,45465
12105,43063
12043,33609
12063,36310
12117,57875
12005,47274
12045,40964
12097,44551
12131,44468
12065,42866
12049,36094
12095,47556
12041,40984
12001,42045
12015,44265
12085,51703
12115,50304
12017,38109
12113,58199
12011,51574
12087,55449
13291,39179
13311,40547
13223,61153
13245,37704
13019,31812
13013,53256
13065,29125
13131,31653
13313,40081
13193,29295
13145,69060
13321,38339
13093,28251
13307,31809
13125,40089
13051,46987
13167,36466
13195,43746
13277,34830
13263,34073
13273,32602
13319,37258
13243,26837
13299,35247
13315,32545
13155,36729
13005,37698
13033,33299
13053,48488
13087,31090
13137,40689
13029,65123
13191,45216
13207,47815
13265,24783
13039,52799
13079,41910
13069,34523
13123,39581
13297,53454
13091,34812
13057,67371
13177,60667
13227,50452
13075,34230
13121,56642
15001,51213
15007,62946
16031,44847
16063,41088
16041,45542
16027,43108
16057,41944
16009,38963
16033,32770
16043,44991
16049,38320
16077,45010
17119,53912
17131,51259
17167,55565
17157,48901
17141,55894
17177,44631
17193,45347
17071,48438
17113,61955
17149,38740
17161,48226
17185,48679
17035,43825
17089,70514
17009,45463
17123,53914
17021,45727
17077,32681
17181,41849
17165,38772
17195,48343
17037,53771
17079,54133
17197,76142
17041,51701
17061,43178
17069,38170
17095,39800
17127,43092
17179,57052
18061,53483
18169,45657
18075,40761
23021,37110
23015,50027
23027,43484
23019,44543
23001,45765
23003,37378
23029,38239
23005,59560
23013,50515
23023,55046
23031,56701
23011,46559
23007,41665
23025,39792
23009,45747
24047,58820
24510,41819
24039,36716
24041,58495
24025,81016
24027,110133
24033,73856
24005,66940
24021,84480
24023,46096
24029,58201
24013,85532
24035,86406
24017,91910
24043,56477
24045,52301
24011,55605
25025,54169
25007,65518
25017,83488
25005,55957
25013,50036
25009,68776
25011,54072
25027,65453
25015,61460
26033,40828
26005,52472
26125,66436
26003,39211
26121,41842
26089,56521
26087,53016
26151,41578
26073,37615
26131,35365
26157,44017
26001,38019
26067,48100
26079,39986
26021,44701
26135,33240
26165,40368
26037,60381
18057,84635
18127,62818
18147,53073
18157,44474
18087,49112
18011,67416
18107,46286
18019,51182
18021,46228
18047,50262
18071,47758
18129,59969
18165,44088
18003,49124
18043,53431
18081,60644
18051,48176
18117,38556
18099,47219
18009,39370
18143,43739
18039,46983
18017,41356
18177,37932
19023,51701
19079,47358
19175,44134
19195,49977
19001,47264
19037,46020
19059,56086
19107,44745
19171,54325
19069,48218
19031,59672
19067,43169
19115,52750
19091,47500
19183,55198
19035,50828
19057,42146
19109,52345
19139,52899
19153,59844
19193,46015
19097,47004
19111,43314
19181,64956
19149,57583
19041,49438
19055,54801
19185,42083
19163,53704
20181,38528
20193,48649
20127,48072
20163,43816
20025,43750
20077,41332
20111,40427
20145,40791
26043,44350
26063,41290
26065,45278
20033,44417
20063,48276
20079,49576
20089,41042
20093,54732
20159,46342
20185,44180
20113,55437
20139,49716
20071,51023
20031,56274
20037,37154
20051,45127
20073,39286
20099,41434
20107,46448
20173,50326
20175,48621
20157,40538
20065,45192
20091,75017
20045,50732
20179,48750
20121,60622
20199,48125
20189,57614
20183,42174
20085,55296
20095,50000
20131,47141
20209,39326
20021,40920
20027,51375
20105,43487
20191,50310
20195,50670
20205,38811
20123,46836
20135,48021
20005,44648
20011,39555
20075,44274
20103,64909
20177,49695
20203,57266
20019,39444
20137,45484
20155,44673
20029,39509
20047,47101
20081,55742
20165,40746
20171,47079
20133,44879
20143,60098
20147,44292
20007,48462
20039,37396
20087,56531
21089,44035
26105,42156
26109,41293
26117,40739
26113,40983
26149,44145
26147,48703
26159,46536
26161,60805
26011,38129
26015,53730
26027,45166
26071,35689
26019,47620
26143,33540
26153,35955
26163,41421
26023,42538
26055,52487
26075,45452
26049,41879
26009,46480
26093,73694
26069,36928
26101,40408
26119,36448
26051,37725
26107,40396
26103,45066
26133,38899
26137,47693
26031,39486
26095,36398
26099,54059
26155,47723
26013,40935
26029,46709
26045,55223
26053,34021
26047,51113
27093,54049
27113,47381
27131,60365
27167,52361
27125,47198
27027,55582
27043,45601
27045,51576
27075,46850
27119,51025
27135,52256
27143,56317
27165,50638
27005,51470
27011,47537
27015,49527
27021,45567
21111,47692
21069,33392
21043,37139
21063,28363
21123,39364
21161,39783
72077,19288
72001,10550
72067,21323
72105,17478
72013,16997
72054,15992
72099,15301
72123,13871
72153,15346
72023,16880
72083,14928
72149,17389
72003,16376
72041,23452
72089,18256
72107,14549
72037,20339
72071,15740
72085,19929
72143,17944
20069,58656
20017,38633
20067,54478
20109,47073
20149,60479
20015,57474
20169,47745
20197,55018
20207,36863
20141,38686
20055,47994
20097,41211
20201,42738
20129,45638
20009,43573
20043,48659
20101,54292
27091,52579
27049,57229
27057,46412
27063,50907
27105,50340
27115,44680
56031,41299
56033,56015
56003,52432
56011,58795
56029,56318
56001,42298
56007,56933
56015,45287
56041,56158
56043,45696
56017,45385
56013,51749
56035,78578
56045,53920
37075,37161
37185,34953
37195,39332
37073,49894
37115,38251
37137,44762
37149,47534
37151,41782
37169,41944
37187,33115
37043,36089
37051,44778
37081,45050
37099,36705
37139,45664
37155,30581
37173,34632
37183,66579
37007,33388
37111,36271
37069,42763
37103,37288
37113,38491
37019,46955
37175,43959
37013,40671
37047,34597
37109,48664
37123,32715
37135,57261
37153,34060
37163,35731
37171,35894
37011,38138
37021,45642
37025,53935
37033,38318
37059,49591
37057,42866
37061,34787
37063,52038
37091,32201
37105,46309
37129,49582
37141,44526
37191,41172
37055,55520
37165,30834
72009,16962
72059,15483
72079,13422
72121,15054
72027,19490
72055,13635
72091,18796
72103,18295
72125,15091
72141,15291
72015,15863
72033,18625
72115,15277
72057,16765
72049,18167
72063,27909
72017,15228
72087,18456
72061,34450
72005,16767
72053,20531
72109,14343
72117,16704
72007,15081
72021,24597
72031,28660
72035,21058
72065,19130
72069,20251
72075,18758
72101,16086
72097,15402
72133,16344
72139,30687
72047,17020
72095,17866
72111,15506
72113,16807
72131,14726
72135,29183
72137,23642
72147,18179
72151,16627
72025,24083
72029,20494
72043,17938
72051,27924
72019,15109
72129,17116
72011,17147
38089,70243
37083,32834
37001,42592
37177,34056
38103,44770
38013,55455
38061,66250
38105,82823
38007,64306
38043,56058
38019,61989
38037,43317
38049,51161
38091,53438
38005,38729
38045,54393
38059,58949
38025,69063
38051,37750
38063,50640
38079,32781
38099,49780
38009,52593
38003,54009
38035,47050
38053,67578
38055,53778
38069,43125
38075,63480
38011,63750
38015,64370
38047,49821
38065,62708
38093,50926
38071,47361
38031,55089
38039,51528
38083,50395
38087,65577
39159,64758
39131,39989
39125,45404
39061,48927
39049,51890
39101,42904
39157,44656
37189,35491
39169,49244
39015,44899
72081,11929
72039,12565
72045,13680
72073,16111
72119,22372
72127,22266
72145,16625
72093,14149
39139,42042
39067,41819
39083,48953
39089,55777
39163,37984
39019,45660
39063,50166
39025,60552
39045,60704
39039,48853
39071,39855
39069,52526
39081,40816
39133,53027
39137,61036
39013,43045
39027,45909
39047,40576
39127,41892
39129,55678
39097,54331
39119,40937
39143,46099
39161,46436
39167,43512
39011,52773
39037,43323
39123,53599
39065,42670
39079,37393
39077,49315
39009,33773
39001,34733
39103,66296
39095,41751
39121,37126
39147,44947
39151,46290
39031,41569
39041,91936
39055,70487
39073,42792
39085,56809
39141,43450
39035,44203
39075,47625
39109,51847
39017,56998
39111,41394
39155,43226
39173,52758
39005,47034
40147,48870
40059,47703
40083,54303
40143,48926
40057,31285
40061,35764
40111,38683
40113,44748
40067,34080
40047,46726
40049,38716
40121,41339
40123,42566
40129,53194
40153,54387
40021,37230
40041,36198
40045,50060
40051,51394
40119,37637
40125,44250
40037,44003
40141,36592
40149,47300
40033,45877
40075,37431
40079,35970
40089,33012
40093,50319
40097,42076
40109,46584
40039,45056
40085,44461
40009,49027
40023,30282
40065,42029
40081,43746
40117,43947
40133,35607
40025,45647
40011,44183
40029,38141
40053,48345
40073,58890
40087,55741
40095,39028
40103,44775
40043,49087
40105,40203
40131,57843
40027,55626
40135,37483
40003,47684
40151,52188
40107,35586
40005,37519
41061,43265
41047,47360
41019,40820
41031,46588
41053,51880
41017,49584
41043,44965
41071,53864
41001,40576
41035,39534
41041,42429
41003,49338
41013,36158
41055,39960
41025,35828
41045,34380
41063,41522
41069,34808
41049,50443
41011,39193
47177,34592
47179,42935
47183,35845
47005,34087
47007,34450
47013,32616
47015,39438
47083,38637
47119,46565
48373,39412
48391,44688
48467,42579
48055,47435
48487,41901
48317,52232
48383,52692
48501,50167
48189,42303
48419,36250
48387,31344
48399,38684
48435,48986
48451,45114
48469,50663
48481,41992
48181,47631
48033,73333
48315,34363
48323,32536
48297,44579
48363,41370
48255,44650
48123,48082
48059,42102
48067,36342
48183,46391
48313,40879
48303,45529
48257,61459
48259,74320
48153,40993
48017,41982
48071,72239
48027,51027
48061,33390
48117,42995
48141,40783
48283,35554
48443,40781
48457,41630
48483,54382
48009,58274
48043,38589
48215,34952
48423,46669
48105,51594
48207,42645
48227,47994
48333,44241
48337,45897
48365,51794
48403,33951
48421,49219
48437,37833
48231,44898
48063,38154
48195,46181
48187,62412
48077,50025
48205,65132
48217,40994
48293,39484
48485,44854
48347,39126
48369,46308
48367,64979
48169,49479
48465,42735
48109,35302
48135,54903
48173,81563
48185,46652
48085,84233
48005,42374
48101,34833
48209,58878
48039,69092
48129,40719
48013,50756
48353,37342
48229,23350
48475,45938
48203,46969
48327,34091
48149,48711
48491,72118
48233,47191
48343,39387
48361,48766
48495,52938
48201,53822
48053,50712
48171,52414
48113,49925
48311,45208
48503,41589
48251,58221
48223,45158
48357,51115
48275,37018
48309,42544
48095,52844
48137,41726
48133,35221
48243,51357
48247,38013
48339,68840
48127,38140
48479,38679
48011,61250
48069,40470
48273,37725
48097,51222
48377,30983
48107,38668
48151,42850
48131,32479
48271,32473
48031,51740
48241,39176
48245,42368
48359,51250
48279,37161
48295,61151
48307,40908
48319,45536
48125,38397
48287,52452
48439,57727
48001,42511
48139,61898
48239,50856
48265,42930
48331,37183
48093,35692
48145,33587
48047,22176
48015,54603
48261,36563
48089,45262
48409,51760
48381,60895
48411,38065
48413,44643
48507,27253
48057,47546
48155,34375
48175,49702
48193,42211
48335,45769
48449,42856
48285,45780
48445,39494
48497,56338
48321,40410
48371,49421
48397,86597
48441,44695
48447,40833
48471,38903
48499,44376
48007,42247
48079,41071
48081,40822
48099,49783
48211,58281
48341,48149
48375,37758
48461,50982
48405,29293
48417,50857
48427,25906
48049,40982
48191,33205
48159,44000
48163,35681
48281,48862
50019,41437
50013,61338
50007,64243
50015,50447
50011,57159
50005,45089
50025,50526
50003,49303
50001,59274
50009,35567
50023,58293
49027,51117
49045,63077
49053,49498
49025,51213
49043,89886
49019,44239
49031,33250
49033,50573
49051,65582
49001,50685
49003,57336
49021,42305
49039,48305
49041,46327
49057,56216
49037,41411
49035,61446
49009,47188
49055,43393
49007,46366
49029,79304
49005,50367
49023,56976
51095,76705
51167,34768
51173,37880
51540,47218
51031,47055
51087,61438
51099,83071
51103,49456
51105,31264
51115,63157
51119,54452
51149,61071
51159,47199
51169,36579
51177,78505
51011,47927
51067,44827
51049,41484
51097,47804
51121,44810
51127,73030
51051,33106
51083,35093
51107,123966
51153,98514
51175,49690
51091,44132
51033,58417
51073,60980
51141,34753
51145,75447
51171,47936
51061,92078
51790,39982
53003,42689
53001,44533
53023,50915
53045,49538
53057,54917
53065,42111
53063,50432
53043,47161
53007,50876
53031,47202
53035,62473
53033,73035
53049,39418
53051,40070
53055,54331
53059,50986
53075,35578
53077,43956
53009,47008
53015,46571
53019,37542
53041,42917
53017,53235
53029,59107
53053,59711
53021,56719
53071,47854
53073,53025
54023,41600
54027,26828
54009,44067
54017,40329
54031,36465
54049,43085
54059,34495
54029,39342
54051,41978
54067,38755
54093,38663
54095,39974
54087,30104
54053,38297
54091,39933
54107,42471
54021,35625
54063,38239
54073,43831
54011,37716
54037,66205
54045,37312
54071,36052
54033,43130
54069,40342
54013,31017
54065,37406
54081,41152
54079,55939
54001,36351
54047,23607
54099,37491
54035,40733
54055,35678
54097,39188
54101,28907
54003,55100
54019,34914
55051,41900
55019,43515
55109,70313
55083,51695
55069,49189
55135,52007
55005,44709
55113,40658
55047,46502
55099,43581
55077,46875
55075,41364
55079,43385
55101,55055
55139,51949
55041,40331
55045,54868
55107,38728
55115,46903
55067,40994
55087,58421
55123,47075
55021,58703
55061,53023
55009,53254
55035,48209
55085,45736
55095,49679
55129,41749
55133,76319
55127,53998
55023,43638
55057,45135
55025,62303
55111,50982
55131,67650
55017,51428
55031,44956
55053,44699
55049,54390
55089,75643
55097,50837
55105,49645
55119,45424
55001,45366
55007,45158
55081,49752
55141,48241
55003,39172
55037,49703
55055,54522
56005,78609
56023,66530
56025,56769
56009,61820
56027,39567
56037,69448
51065,64641
51007,55870
51750,30284
51840,44731
51001,39389
51045,46658
51063,47543
51071,45919
51077,28892
51135,35911
51157,59753
51036,48088
51047,65235
51053,52328
51079,63739
51085,77550
51111,37881
51137,63538
51595,30240
51197,40185
51550,70176
51660,38807
51003,67958
51019,56043
51029,38484
51195,37357
51580,38176
51740,46239
51810,67001
51005,45183
51640,30430
51193,48750
51133,50774
51155,45635
51187,60560
51017,46153
51590,32173
51630,49454
51009,44765
51670,39156
51700,51000
51069,68719
51680,39391
51199,80900
51690,27746
51125,50131
51143,42311
51530,32789
51610,120500
51730,33927
51735,83460
51600,100584
51820,45499
51770,39530
51800,66822
51710,44150
51041,72514
51059,112102
53047,39665
53037,45406
53005,60589
53011,59551
28065,27063
28071,41343
28087,38672
28157,32044
28123,34555
28163,27489
28011,29255
28113,31926
28131,45141
28069,30206
01037,32340
01045,44473
01065,30839
01055,38467
01049,37977
01053,31422
01075,36021
01111,36498
01013,31571
01097,43844
01105,25528
01127,36712
01029,37008
01035,24433
01063,22170
01005,35634
01007,37984
01011,34804
01015,40919
01025,30951
01057,33144
01095,39473
01009,44409
01089,58203
01001,52475
01061,36268
01131,23406
02060,82500
02150,70529
02050,51930
02270,40943
02220,69635
02130,61712
02170,72134
02070,54846
02100,57551
02110,84750
02164,47143
02290,37796
02020,78121
02068,79167
02261,81736
02105,50268
02230,72868
02275,48324
02195,61492
04013,53689
04007,40042
04023,38802
04025,44000
04003,45974
04015,38456
04005,48540
04011,50818
04017,36591
05099,31614
05037,37725
05039,32554
05027,37509
05121,36487
05141,31030
05065,31219
28133,27941
28001,28435
28033,58995
42045,64174
42111,44255
29123,37648
29217,40508
29147,36237
29041,40195
29223,33072
29201,39076
29011,38792
29039,29872
29073,42574
29121,36878
29149,29385
29186,46244
29067,30879
29083,39880
29109,40496
29169,49604
29215,35822
29027,48264
29053,44102
29075,40591
29133,28436
29153,31833
29017,38906
30071,38426
31009,48214
31049,50764
31113,45179
31169,45213
31001,51342
31011,47450
31149,48854
31163,46301
31093,48750
31073,50063
31153,70121
31015,40083
31059,52063
31091,38011
31159,59503
31181,41107
31023,49241
31005,41103
12033,44883
12053,40457
12057,50122
12091,55768
12123,36907
12129,53143
13187,42764
13189,37899
13201,33224
13211,49746
13149,41354
13219,75057
13095,31458
13111,35441
13151,60269
13153,55170
13175,33487
13183,49317
13255,40243
13257,40103
13271,27760
13293,34614
13303,34877
13225,39085
13229,41685
13295,39688
13231,51985
13251,34097
13267,35346
13135,60329
13049,41059
13015,48306
13097,52997
13161,36707
13141,24552
13037,26309
13285,41906
13021,36614
13197,36271
13249,38537
13023,35507
13109,37804
13119,35878
13103,63903
13171,41038
13107,33142
13239,30313
13159,42099
13173,36904
13179,43209
13205,31101
13253,34894
13289,31285
13233,39121
13269,30288
13275,35515
13279,31291
13209,34653
13221,46901
13247,52341
13305,37970
13309,27629
13009,31758
36103,88323
36121,53012
36075,47646
36117,51597
36007,46368
36029,51050
36105,49388
36071,70794
37087,41795
37067,46003
37017,29532
37031,47179
37015,29388
37117,36132
37143,45391
37157,38946
37029,62194
37071,42158
37125,50393
37167,42010
37199,39008
18115,47208
18119,44684
05083,36062
05063,36186
05079,32615
05053,46074
05035,37781
05047,39879
05045,51095
05109,32045
05069,36799
05089,33293
05097,32293
05127,36754
05129,33610
05131,39208
05033,40712
05007,56325
05017,28086
05059,41353
05071,32553
05077,26986
05087,37351
05049,36244
05061,38050
05093,34424
05117,36904
05139,38762
05023,40768
05025,41586
05057,32587
05135,30826
05143,41983
05003,35136
05031,42085
05073,31215
05105,42030
05111,33238
05133,36218
05013,35000
05011,33745
05075,33481
05113,33558
05029,37314
05101,32500
05081,39494
05085,52805
05091,40829
05123,31336
05145,42852
06047,43066
06043,50560
06115,45470
06013,79799
06035,53351
06099,49573
06097,63799
06103,42369
06051,61814
06069,67874
37009,36244
37037,57140
37101,49799
37145,43381
37107,35687
37133,46141
37161,36863
37197,38652
37023,37735
38097,53641
38021,50634
38101,59301
38067,51613
38041,51176
38017,52993
38029,40375
38077,56396
38001,48553
38027,47917
38057,66712
38073,53472
38085,40152
38033,38542
38095,56574
38023,58036
18007,46909
18121,43214
18135,41537
18183,54023
