fips,inc_2010
42001,56529
42003,47961
42005,42752
42007,46190
42009,40249
42011,53470
42013,42363
42015,40543
42017,74828
42019,56878
42021,39574
42023,40733
42025,47744
42027,47016
42029,84741
42031,40028
42033,37130
42035,39354
42037,42788
42039,38924
42041,60219
42043,52371
42045,61876
42047,43745
42049,43595
42051,34796
42053,35150
42055,51035
42057,45240
42059,40498
42061,41700
42063,40225
42065,38406
42067,44276
42069,43673
42071,54765
42073,42570
42075,52356
42077,53541
42079,42224
42081,42689
42083,40097
42085,42573
42087,37539
42089,56733
42091,76380
42093,45255
42095,58762
42097,38387
42099,52659
42101,36251
42103,56843
42105,39196
42107,42315
42109,44713
42111,39194
42113,36250
42115,43457
42117,40338
42119,45474
42121,39812
42123,41286
42125,49687
42127,45930
42129,47689
42131,47403
42133,57494
44001,68333
44003,61088
44005,67239
44007,48500
44009,70285
45001,33143
45003,44468
45005,20081
45007,42871
45009,32538
45011,33816
45013,55286
45015,50777
45017,36790
45019,48433
45021,34132
45023,32743
45025,32979
45027,33066
45029,33263
45031,38379
45033,26818
45035,55034
45037,42834
45039,32022
45041,40487
45043,42666
45045,46830
45047,38797
45049,34846
45051,43142
45053,37393
45055,44064
45057,38959
45059,37529
45061,23378
45063,52205
45065,35858
45067,30629
45069,27688
45071,41815
45073,42266
45075,32849
45077,41898
45079,47922
45081,40508
45083,42680
45085,39137
45087,33470
45089,24191
45091,51925
46003,45230
46005,40716
46007,32841
46009,41107
46011,45134
46013,45615
46015,48277
46017,27926
46019,39041
46021,42833
46023,35808
46025,43894
46027,37198
46029,43275
46031,30877
46033,46743
46035,41867
46037,36818
46039,47000
46041,33255
46043,42794
46045,47026
46047,35833
46049,38203
46051,42625
46053,33940
46055,46281
46057,44439
46059,45895
46061,46556
46063,34792
46065,53501
46067,39310
46069,41196
46071,36354
46073,40607
46075,49464
46077,44948
46079,45606
46081,42356
46083,67365
46085,36323
46087,42022
46089,31923
46091,41023
46093,46180
46095,34055
46097,43958
46099,51799
46101,52354
46103,46849
46105,33361
46107,42422
46109,37708
46111,44732
46113,24392
46115,45000
46117,51875
46119,48958
46121,25196
46123,40221
46125,48068
46127,59889
46129,39517
46135,47124
46137,27578
47001,44650
47003,38550
47005,33953
47007,29729
47009,47322
47011,40032
47013,30686
47015,38733
47017,36160
47019,31173
47021,52585
47023,39915
47025,31353
47027,32106
47029,28809
47031,40078
47033,36556
47035,36813
47037,45668
47039,30445
47041,34863
47043,44554
47045,36856
47047,56729
47049,29642
47051,40983
47053,35947
47055,37860
47057,30623
47059,36867
47061,26529
47063,39807
47065,45408
47067,23125
47069,32539
47071,30732
47073,35392
47075,32414
47077,38887
47079,36836
47081,42075
47083,33738
47085,41486
47087,32722
47089,38239
47091,29949
47093,46759
47095,24700
47097,32894
47099,34985
47101,35000
47103,42962
47105,49343
47107,37146
47109,34777
47111,33087
47113,40178
47115,38785
47117,40435
47119,46278
47121,33506
47123,36209
47125,48930
47127,44433
47129,36772
47131,39543
47133,34347
47135,31776
47137,30193
47139,34027
47141,35185
47143,36761
47145,42698
47147,50820
47149,53770
47151,28728
47153,33850
47155,41476
47157,44705
48097,48899
48099,47374
48101,33859
48103,50425
48105,50653
48107,36301
48109,35500
48111,47073
48113,47974
48115,33623
48117,41127
48119,37908
48121,70622
48123,40668
48125,33813
48127,25882
48129,46130
48131,30493
48133,32452
48135,45815
48137,40163
48139,60877
48141,36333
48143,39200
48145,31083
48147,44551
48149,45450
48151,41458
48153,35240
48155,30417
48157,79845
48159,45625
48161,44560
48163,35940
48165,46393
48167,58317
48169,35750
48171,52682
48173,61184
48175,51786
48177,37094
48179,40442
48181,46875
48183,43367
48185,39429
48187,61274
48189,36509
48191,29219
48193,40808
48195,52239
48197,36295
48199,52755
48201,51444
48203,44425
48205,66583
48207,35295
48209,56353
48211,62159
48213,39779
48215,31879
48217,39293
48219,46430
48221,54882
48223,41642
48225,31929
48227,39574
48229,22647
48231,43101
48233,42213
48235,48833
48237,46801
48239,47483
48241,38062
48243,43750
48245,42293
48247,40000
48249,37020
48251,54954
48253,39568
48255,39611
48257,58555
48259,66655
48261,48333
48263,47750
48265,43072
48267,43429
48269,61563
48271,24388
48273,36571
48275,32055
48277,38015
48279,35458
48281,46378
48283,30144
48285,41429
48287,46986
48289,40355
48291,45929
48293,42140
48295,52566
48297,43719
48299,41969
48301,83889
48303,42562
48305,43672
48307,34459
48309,40672
48311,41453
48313,37207
48315,29943
48317,38111
48319,38702
48321,43205
48323,28813
48325,49138
48327,40996
48329,54945
48331,39035
48333,31895
48335,37260
48337,42482
48339,65620
48341,44216
48343,38843
48345,34081
48347,33189
48349,41654
48351,37452
48353,37102
48355,43280
48357,49309
48359,51111
48361,47914
48363,41095
48365,45622
48367,61340
48369,39753
48371,38125
48373,33325
48375,36766
48377,29513
48379,42491
48381,56041
48383,54224
48385,29186
48387,37047
48389,32593
48391,42949
48393,52500
48395,38393
48397,78032
48399,37823
48401,46574
48403,33589
48405,25974
48407,46285
48409,45189
48411,36308
48413,55186
48415,42401
48417,46629
48419,32425
48421,50069
48423,46139
48425,52135
48427,24441
48429,35691
48431,41548
48433,52222
48435,56146
48437,37907
48439,55306
48441,42403
48443,35403
48445,39498
48447,36339
48449,39423
48451,41398
48453,54074
48455,36814
48457,35346
48459,44403
48461,49234
48463,35087
48465,36993
48467,43074
48469,48767
48471,34259
48473,47324
48475,41117
48477,43159
48479,36684
48481,41148
48483,42909
48485,42971
48487,40105
48489,22881
48491,68780
48493,60493
48495,41828
48497,55207
48499,41277
48501,49146
48503,36900
48505,24496
48507,21707
49001,41514
49003,55135
49005,47013
49007,41967
49009,36389
49011,66866
49013,52895
49015,49237
49017,44745
49019,41396
49021,42247
49023,53225
49025,43540
49027,44594
49029,70152
49031,37708
49033,54737
49035,58004
49037,38076
49039,42395
49041,45622
49043,79461
49045,60590
49047,59730
49049,56927
49051,65204
49053,50050
49055,49414
49057,54086
50001,55800
50003,47396
50005,42706
50007,59878
50009,37734
50011,53623
50013,57436
50015,52232
50017,52079
50019,40202
50021,47027
50023,55313
50025,46714
50027,50893
51001,41372
51003,64847
51005,43160
51007,50135
51009,44757
51011,49224
51013,94880
51015,50612
51017,50589
51019,54110
51021,41552
51023,64724
51025,35184
51027,29183
51029,34720
51031,43478
51033,57690
51035,36142
51036,46337
51037,34881
51041,71321
51043,73244
51045,51291
51047,65132
51049,40143
51051,29080
51053,51459
51057,46235
51059,105416
51061,83877
51063,42044
51065,68223
51067,45555
51069,61973
51071,41186
51073,59331
51075,79574
51077,32178
51079,54307
51081,38574
51083,34705
51085,76425
51087,60114
51089,34086
51091,43481
51093,62242
51095,73903
51097,44442
51099,76241
51101,64946
51103,45209
51105,31352
51107,115574
51109,54257
51111,37424
51113,56608
51115,47435
51117,36431
51119,50207
51121,43229
51125,48118
51127,70590
51131,35760
51133,51944
51135,37344
51137,54916
51139,41617
51141,35813
51143,39224
51145,73593
51147,36191
51149,64171
51153,91098
51155,41163
51157,62117
51159,42182
51161,59446
51163,44417
51165,49930
51167,32780
51169,34250
51171,50171
51173,34864
51175,45426
51177,76574
51179,93065
51181,55030
51183,37978
51185,35215
51187,60522
51191,40422
51193,52990
51195,33608
51197,38948
51199,81055
51510,80847
51515,32262
51520,32079
51530,39955
51540,42240
51550,67855
51570,50571
51580,35277
51590,29936
51595,32788
51600,97900
51610,114409
51620,33174
51630,43558
51640,22333
51650,49815
51660,37235
51670,37789
51678,31571
51680,37058
51683,75173
51685,70299
51690,32408
51700,49562
51710,42677
51720,33944
51730,36449
51735,84315
51740,45488
51750,29155
51760,38266
51770,36422
51775,48828
51790,42724
51800,65104
51810,64618
51820,40977
51830,50794
51840,44873
53001,40829
53003,41665
53005,57354
53007,48674
53009,44398
53011,58262
53013,43611
53015,45877
53017,48708
53019,35485
53021,47749
53023,42269
53025,42572
53027,41899
53029,57190
53031,46048
53033,68065
53035,59549
53037,41232
53039,37398
53041,43874
53043,45582
53045,48104
53047,38551
53049,39642
53051,38896
53053,57869
53055,50726
53057,54811
53059,48704
53061,66300
53063,47250
53065,42845
53067,60930
53069,40372
53071,45575
53073,49031
53075,36368
53077,42877
54001,31212
54003,52857
54005,39783
54007,32158
54009,39475
54011,34492
54013,26922
54015,30789
54017,30019
54019,31912
54021,29706
54023,35593
54025,33732
54027,31792
54029,38565
54031,31347
54033,39191
54035,41406
54037,65603
54039,42669
54041,33293
54043,30868
54045,35465
54047,22154
54049,38115
54051,34419
54053,36027
54055,32131
54057,36571
54059,32902
54061,39167
54063,39574
54065,37281
54067,38457
54069,39669
54071,33323
54073,38882
54075,32161
54077,40753
54079,52618
54081,38036
54083,36176
54085,32619
54087,27428
54089,27720
54091,36956
54093,32712
54095,33496
54097,36114
54099,35079
54101,28025
54103,36636
54105,36705
54107,42146
54109,36343
55001,39885
55003,38111
55005,42601
55007,43176
55009,52553
55011,45302
55013,39626
55015,61685
55017,48672
55019,42777
55021,55910
55023,39486
55025,60519
55027,52571
55029,47775
55031,43127
55033,48376
55035,45846
55037,40180
55039,51549
55041,37627
55043,43889
55045,53088
55047,47624
55049,54737
55051,35618
55053,43191
55055,54769
55057,45664
55059,54430
55061,54152
55063,49328
55065,48114
55067,41034
55069,46625
55071,49354
55073,53471
55075,39698
55077,45012
55078,31076
55079,43215
55081,47333
55083,46633
55085,45857
55087,55914
55089,74996
55091,48446
55093,60181
55095,49806
55097,51456
55099,41026
55101,53855
55103,43900
55105,49716
55107,38352
55109,67446
55111,50390
55113,37091
55115,45841
55117,51127
55119,44489
55121,46582
55123,43632
55125,41631
55127,54487
55129,41641
55131,64434
55133,75064
55135,46876
55137,42540
55139,50974
55141,47204
56001,42890
56003,48270
56005,76576
56007,56565
56009,54599
56011,49890
56013,46397
56015,42590
56017,42469
56019,45638
56021,52824
56023,57794
56025,50936
56027,45813
56029,46637
56031,42947
56033,48141
56035,70147
56037,69828
56039,70271
56041,58346
56043,48379
56045,53853
72001,11983
72003,14103
72005,13956
72007,14751
72009,15487
72013,16564
72015,14815
72017,16124
72019,14751
72023,15809
72025,22951
72027,14985
72031,28262
72035,19040
72037,18461
72039,13564
72041,21293
72043,15028
72047,14077
72049,19868
72051,25473
72053,19803
72054,16246
72057,17214
72059,14243
72061,33279
72063,27416
72065,16246
72067,19834
72069,18354
72071,13028
72073,15556
72077,17694
72079,14500
72081,12199
72085,17680
72089,19672
72093,10932
72095,15225
72099,12841
72101,13646
72103,15250
72105,14275
72107,13713
72109,14860
72113,16902
72115,11943
72121,15497
72123,13118
72127,23478
72129,17477
72133,17605
72135,25133
72137,23297
72139,30825
72141,13509
72143,16608
72145,16530
72147,16220
72149,15455
72151,16894
72153,14314
