fips,edu_2018
51199,45.4
51690,21.3
51125,32.1
51143,13.9
51530,15.9
51610,78.5
51730,18.0
51735,42.8
51600,58.7
51820,25.0
51770,23.8
51800,28.1
51710,28.0
51041,39.9
51059,61.1
53047,19.0
53037,34.8
53005,30.0
53011,29.8
53003,20.5
53001,13.6
53023,25.2
53045,18.0
53057,26.3
53065,18.5
53063,30.4
53043,23.6
53007,26.7
53031,41.8
06017,33.7
06051,30.6
06069,19.7
06067,30.4
06053,24.5
06075,57.1
06073,38.1
06107,14.3
06023,29.8
06003,30.0
06039,14.5
06087,40.0
06105,19.7
06065,21.8
06071,20.3
06041,58.8
06061,38.6
06089,22.2
06095,26.2
06011,15.4
32021,14.4
32017,17.7
32031,30.5
32510,22.3
33013,35.6
33001,32.4
33017,35.6
34025,44.9
06103,15.5
34037,34.9
34013,34.8
34015,31.9
34031,28.1
34003,48.3
34041,31.8
34005,37.5
35029,12.2
35055,28.0
35007,20.5
35021,24.3
35037,15.8
28103,13.5
28137,17.4
28107,14.9
28161,14.2
28029,14.2
28049,29.1
28145,14.8
28139,15.5
28035,27.6
28071,43.9
28087,23.7
28157,13.8
28065,13.9
28123,12.7
28163,14.6
28011,23.8
28113,15.5
51620,21.1
49015,14.7
49017,24.4
51093,28.2
51678,39.5
51089,12.8
51101,20.4
51109,23.4
51147,28.1
51165,25.9
51181,17.6
51043,32.2
51117,18.4
51015,23.5
51075,39.2
51113,24.2
51161,34.8
51025,14.3
51131,21.6
51163,26.5
51720,16.9
51570,23.2
51021,17.4
51023,28.7
51520,24.1
51830,56.7
51035,13.1
51191,22.5
49011,37.5
51139,13.9
51510,62.1
51650,26.8
51013,74.6
51027,10.6
46102,11.8
46121,15.8
28089,47.7
28115,15.9
28051,9.9
28005,13.1
28013,11.3
28091,12.1
28141,10.0
28153,16.0
28041,8.6
28093,13.7
28119,11.4
28109,16.4
28079,12.8
28099,12.2
28121,29.2
28151,18.8
28077,15.6
28111,11.0
28017,12.4
28015,14.5
28039,12.6
28043,19.7
28063,15.0
28101,16.6
28117,12.2
28125,18.7
28019,17.7
28045,23.2
28057,13.4
28055,6.7
28059,20.8
28083,17.5
28143,16.8
28021,19.1
28047,22.3
28075,20.0
28085,16.0
28127,12.6
28159,16.6
28007,13.6
28073,35.2
28081,23.9
28135,11.4
28129,12.5
28149,23.3
28023,11.7
28097,20.4
28105,43.5
28155,17.3
28003,16.4
28025,20.1
28031,17.4
28053,14.4
42043,30.5
37005,16.7
37027,15.3
37035,21.9
53055,48.6
53033,51.4
53049,18.0
53051,20.2
53059,23.8
53075,49.5
53077,16.0
53009,26.1
53015,16.6
53019,18.2
53041,16.8
53017,19.2
53029,33.0
53053,26.4
53021,17.3
53071,28.6
53073,33.9
54023,14.4
54027,12.2
54009,19.4
54017,15.7
54031,14.5
54049,23.4
54059,9.5
54029,18.5
54051,18.5
54067,15.2
54093,17.5
54095,13.9
54087,12.4
54091,17.2
54107,21.8
54021,14.4
53035,32.2
54053,12.4
54063,13.8
54073,12.9
54011,25.7
54037,30.8
54045,10.0
54071,14.2
54033,22.5
54069,30.8
54013,11.0
54065,17.3
54081,18.3
54079,26.7
54001,16.6
54047,5.4
54099,15.1
54035,17.1
72147,20.6
72151,18.6
72003,19.4
72025,30.6
72029,21.7
72041,23.5
28033,24.1
28069,11.0
28133,15.4
28001,17.8
42045,38.3
37067,33.8
37017,15.1
37031,28.4
28131,14.5
37077,22.3
37045,17.4
37049,25.7
37065,12.7
37085,20.7
37093,18.4
37089,31.8
37095,9.4
37097,27.5
37119,44.8
37131,12.8
37147,31.8
37159,18.7
37181,12.9
37039,19.2
37053,23.1
37179,34.8
37193,15.5
37127,20.9
37003,14.7
37055,33.0
37185,15.5
37195,19.6
37073,14.4
37075,13.5
37115,27.6
37137,19.4
37149,31.7
37151,15.8
37169,13.3
37187,11.3
37043,22.8
37051,25.0
37081,35.3
37099,30.5
37139,20.5
37155,13.2
37173,16.0
37183,51.8
37007,9.6
37111,16.9
37069,21.3
37103,13.1
37113,24.2
37019,28.6
37175,31.5
37013,19.4
37047,13.1
37109,21.4
37123,14.7
37135,57.6
37153,13.9
37163,12.8
37171,16.8
37011,20.6
37021,39.2
72019,18.3
72043,21.5
72051,30.3
72089,19.5
72107,16.3
72129,19.9
72011,18.1
72037,18.9
72039,15.1
72045,11.3
72071,22.2
72073,17.5
72081,18.1
72085,20.8
72127,36.2
72143,21.0
72093,9.9
16059,21.1
16075,14.2
16009,15.1
16017,23.1
16033,15.5
16037,23.0
16039,16.4
16043,20.9
16065,36.4
16079,11.6
16049,20.2
16081,41.5
16077,15.9
16087,14.8
17067,21.3
17119,25.8
17063,23.6
17091,21.0
17131,17.8
17043,48.8
17003,11.3
17129,23.1
17099,17.9
17031,38.0
17115,22.5
20199,30.9
20017,21.6
20189,12.2
20183,19.1
20067,15.4
20085,21.3
20095,24.2
20109,17.6
20131,24.5
20149,34.5
20209,17.4
20021,19.1
20015,29.0
20027,27.2
20105,22.6
20169,26.2
20191,22.2
20195,22.8
20197,23.3
20205,14.4
20123,25.3
20141,23.0
20005,21.9
20055,17.1
20075,18.2
20103,31.7
20201,20.3
20203,21.1
20129,17.1
20137,15.9
20009,18.4
20029,22.5
20047,17.9
20101,21.6
20165,23.1
20115,25.1
20133,20.6
20143,23.5
20161,46.0
20007,18.3
20041,22.1
20087,21.9
21089,17.2
21069,12.7
21043,13.7
21081,13.6
21111,32.7
21141,15.0
21161,18.9
21191,11.3
21201,16.0
21215,20.2
21011,12.4
21007,13.3
21021,23.4
21087,12.0
21095,10.8
26009,28.2
26061,33.2
26093,34.8
26069,16.3
26085,11.3
26101,20.0
26119,12.8
26141,17.3
26051,13.8
26077,38.1
26107,21.9
26103,31.5
26123,15.9
26133,13.8
26137,24.2
26025,21.2
26031,20.5
26095,16.3
26081,35.2
26145,21.1
26155,17.2
26017,18.9
26029,31.0
26041,21.5
26047,33.7
27071,17.6
27097,17.1
27113,20.1
27147,25.0
27167,23.5
27001,17.4
27043,17.8
27101,18.9
27067,23.4
27075,29.8
27133,23.0
27135,19.3
27155,17.0
27005,24.5
27053,49.2
27015,20.4
27023,19.1
27029,16.1
27049,25.0
27059,17.7
27063,22.0
27099,21.7
27115,14.5
27109,44.0
27159,13.6
27009,22.6
27047,16.7
37057,18.5
37025,31.2
37033,15.5
37059,22.9
37061,11.1
37063,47.5
37091,14.6
37105,20.9
37129,39.3
37141,26.4
37191,19.5
37165,15.5
37189,41.6
37083,14.4
37001,24.0
37177,9.7
38089,22.9
38103,22.1
38013,22.3
38061,20.6
38105,24.8
38007,26.3
38043,17.9
38019,21.2
38037,17.4
38049,19.8
38091,27.5
38005,15.6
38045,24.0
38059,26.3
38025,21.0
38051,16.8
38063,22.7
38079,20.0
38099,16.8
38009,23.7
38003,27.2
38035,34.5
38053,26.1
38055,20.5
38069,19.2
38075,17.8
38011,24.3
38015,35.1
38047,16.4
38065,18.7
38093,23.5
38071,26.1
38031,24.1
38039,25.9
38083,10.9
38087,26.5
39159,33.0
39131,13.8
39125,14.1
39061,37.1
39049,39.3
17127,13.2
17017,14.6
18069,19.0
18181,16.8
18075,10.6
18145,19.4
18153,10.8
18157,37.7
18057,57.8
18005,32.3
18049,14.4
18113,14.3
18019,20.9
18063,36.3
18053,17.1
18071,15.5
18119,12.6
18183,20.9
18023,16.6
18161,16.9
18029,21.6
18093,15.5
18123,14.9
18129,20.7
18015,17.2
18045,15.0
18149,10.8
18055,14.8
19011,22.6
19061,30.5
19151,14.7
19177,14.1
19003,17.7
19009,14.6
06021,13.9
06007,26.5
06031,13.5
06063,23.5
06079,34.6
06019,20.7
06029,16.1
06059,39.9
06111,33.1
06009,18.7
06101,17.7
06081,49.9
06109,20.0
06077,18.4
06005,20.3
08095,25.5
08007,38.9
08031,47.9
08061,21.5
08055,21.4
08009,22.1
08047,38.7
08063,18.9
08051,55.3
08079,39.9
08091,48.6
08115,20.8
08123,26.7
08027,36.9
08023,19.1
08035,57.9
08065,34.0
08067,43.9
08097,63.1
08105,23.7
08011,12.4
08025,9.6
08111,34.5
08069,46.3
08075,20.5
08113,56.7
08119,34.0
08039,35.9
08071,19.7
08073,12.8
08117,51.0
08003,26.1
08029,21.2
08043,18.2
17055,15.9
17177,19.3
17191,14.6
17203,31.6
17109,32.4
17111,33.7
17139,19.5
17149,15.1
17151,13.4
17163,27.3
17173,16.9
17019,44.4
17013,13.6
17053,20.2
17089,33.1
17093,35.4
17009,13.7
17121,15.0
17125,15.4
17075,15.4
17025,15.2
17059,9.9
17133,32.5
17181,22.8
17201,22.6
17153,12.3
17169,18.2
17045,16.7
17007,23.2
17011,19.7
17029,25.6
17033,16.6
17155,14.6
17039,21.3
17103,17.7
17117,19.4
17159,21.3
17189,20.6
51760,38.5
51057,16.5
51185,15.3
51685,29.2
51183,12.6
51683,29.7
51775,29.1
51037,10.2
51081,9.0
53067,35.7
53013,24.9
53039,28.9
53027,15.8
53069,19.0
53025,17.6
53061,31.9
54089,13.9
54025,19.9
54057,14.7
54041,13.3
54075,16.3
21225,11.0
21137,11.1
21171,12.9
21183,13.3
21233,9.8
48425,23.9
48199,15.3
48289,16.4
48351,8.9
48389,10.8
48453,48.6
48087,18.4
48143,29.7
48345,16.7
48083,15.6
48325,19.8
48213,18.2
48277,17.6
48267,22.1
48477,25.0
48429,16.6
48003,10.4
48177,12.3
48305,18.2
48505,10.4
48221,26.1
48269,18.2
48073,16.9
48119,21.3
48253,11.5
21159,8.5
48249,12.7
48111,13.6
48157,46.1
48235,16.9
48489,10.1
48115,12.5
48051,17.1
48355,21.5
48379,11.7
48385,20.6
48431,15.9
48065,30.4
48161,13.0
48197,14.5
48045,22.7
48291,9.5
48301,0.0
48395,16.1
48401,14.5
48455,12.8
48019,23.8
48075,17.3
48091,35.3
27151,18.0
27061,22.7
27121,21.9
27149,29.3
27033,21.2
27139,39.3
27157,21.9
27117,21.4
27107,18.4
27103,32.6
39015,14.2
39101,13.1
39157,15.8
39169,21.9
39017,29.8
39067,10.1
39083,22.8
39089,26.2
39139,17.8
39163,11.5
39019,13.6
39063,26.7
39025,28.0
39045,27.2
39039,16.7
39071,12.6
39069,18.0
39081,15.3
39133,28.7
39137,20.3
39013,16.2
39027,18.7
39047,16.1
39127,12.3
39129,18.6
39097,16.9
39119,15.5
39143,16.0
39161,16.2
39167,19.2
39011,18.9
39037,14.7
39123,22.4
39065,16.6
39079,15.3
39077,13.6
39009,29.7
39001,12.9
39103,33.3
39095,26.3
39121,10.3
39147,15.2
39151,22.8
39031,12.5
39041,54.4
39055,38.1
39073,14.8
39085,27.9
39141,16.6
39035,31.9
39075,8.9
39109,22.6
39111,11.9
39155,18.5
39173,33.1
39005,21.1
40043,24.5
40059,22.0
40083,27.6
40143,31.2
40147,28.6
19025,19.5
19093,19.0
19135,16.6
19167,28.1
19033,22.7
19083,19.8
19117,17.0
19147,25.0
19087,20.1
19099,17.9
19157,25.1
19043,17.2
19017,30.3
19063,20.2
19081,23.1
19097,18.8
19111,15.7
19181,31.7
19123,22.3
19041,22.6
19055,16.6
19185,13.0
19163,31.9
20181,19.1
20193,25.5
20127,20.1
20163,24.0
20025,31.5
20077,17.1
20111,27.3
20145,18.8
20033,18.6
19051,20.5
20063,22.7
20079,31.0
20093,15.9
20113,29.0
20071,29.0
20051,34.8
20107,16.0
20175,11.1
20091,55.3
20121,27.7
20207,13.5
20135,18.9
20011,20.6
20097,27.9
20177,30.8
20019,16.8
20155,20.5
20043,19.3
20081,16.3
20171,24.9
20013,21.8
20147,22.3
20039,23.5
21079,16.8
21037,33.5
21063,8.3
21123,10.1
21167,17.5
08099,17.4
08085,23.9
08087,17.6
08109,22.9
08053,43.9
08121,16.2
08049,37.8
08089,17.7
08014,55.5
10005,26.5
11001,57.6
09009,34.9
09003,37.8
37015,13.4
37117,16.8
37143,20.4
37157,15.0
37029,17.9
37071,20.6
37125,36.9
37167,15.8
37199,20.0
37037,41.3
37101,21.8
37145,15.3
37009,19.0
37107,14.5
37133,21.4
37161,17.3
37197,11.3
37023,16.6
38097,26.8
38021,26.7
38101,28.3
38067,20.4
38041,14.4
38017,39.4
38029,16.5
38077,21.6
38001,28.6
38027,24.3
38057,21.6
38073,19.7
38085,16.2
38033,28.1
38095,18.2
38023,18.4
38081,17.5
39105,12.8
39021,14.9
39057,39.0
39087,14.3
39115,11.3
39175,15.7
39043,22.7
39091,16.0
39153,32.1
39149,17.4
54103,12.7
54105,9.7
54015,9.5
54061,41.3
54039,24.9
54077,15.4
54085,10.5
54043,8.7
54007,15.1
54005,8.4
54109,9.5
72119,21.2
72145,20.7
72077,19.2
72121,19.6
72055,15.8
72103,19.1
72141,18.1
72033,19.4
72057,19.9
54083,16.3
40113,17.6
40057,21.3
40061,14.7
40111,14.1
40067,13.9
40047,22.4
40049,14.5
40121,15.5
40123,28.1
40129,18.5
40153,19.8
40021,25.0
40041,17.6
40045,20.0
40051,19.7
40119,36.9
40125,18.3
40037,16.3
40141,17.7
40149,20.4
40033,13.2
40075,17.4
40079,15.1
40089,13.2
40093,19.4
40097,14.6
40109,31.8
40039,25.5
40085,14.5
40009,17.3
40023,12.3
40065,20.9
40081,15.1
40117,16.1
40133,14.1
40025,22.6
40011,16.6
40029,17.6
40053,23.1
40073,23.6
40087,24.2
40095,15.7
40103,21.1
40105,10.7
40131,24.3
40135,13.3
40003,20.2
40151,30.6
40027,32.5
40107,11.6
40005,15.0
41061,24.8
41047,22.8
41019,17.2
41031,18.4
41053,30.1
41017,34.2
41043,19.5
41071,26.5
21091,11.0
21207,12.9
21229,17.7
21009,16.0
21093,23.0
21149,12.0
21197,14.7
21033,15.3
21019,20.2
21067,42.9
21115,14.9
21175,13.6
21199,15.3
21001,16.3
21025,14.3
21099,11.8
21223,12.0
21105,17.6
21143,15.9
21135,11.0
21239,32.9
21131,9.7
21127,10.0
21145,24.6
21235,19.2
21071,11.2
21117,30.4
21153,9.7
21205,26.6
21217,19.2
21039,14.8
21065,9.9
22079,20.5
22105,19.4
22123,12.6
22021,14.2
22035,8.5
22039,12.8
22087,12.3
22121,20.6
22081,13.9
22069,17.8
22025,11.7
22041,11.9
22007,10.2
22113,14.2
22029,12.8
23017,19.0
23019,27.1
23001,22.2
23005,46.7
23031,31.4
23025,16.5
24047,30.4
24041,38.6
25001,42.8
25003,33.4
25023,36.7
39171,15.0
21035,29.0
21045,13.3
21047,17.3
21059,22.9
21085,10.4
21101,17.9
01099,14.1
01079,11.7
01081,34.1
01093,13.1
01107,13.5
01119,21.8
01073,32.4
01023,13.0
01059,12.9
01091,15.4
01113,16.5
01019,12.9
01039,14.9
01041,15.6
01047,15.1
01077,23.9
01085,14.1
01087,20.7
01083,25.5
01117,42.1
01133,13.5
01003,31.3
01051,24.5
01071,14.2
01121,14.3
01129,11.1
01027,10.2
01103,21.7
01109,23.6
41003,53.6
41001,22.3
41035,19.4
41041,24.1
41013,16.6
41055,19.5
41025,17.0
41045,13.8
41063,24.7
41069,14.0
41049,10.9
41011,17.9
41015,24.0
41021,20.2
41027,31.6
41037,15.4
41051,44.5
42103,28.0
42109,18.4
42115,17.8
42039,20.8
42049,27.7
42057,13.4
42067,14.2
42107,16.2
42131,19.6
42001,22.4
42005,16.2
42035,19.0
42025,16.8
42027,44.7
42097,16.0
42095,29.2
42121,17.6
42007,23.7
42069,27.7
42083,18.1
42051,16.2
42091,48.7
42033,14.3
42075,20.3
42081,22.8
42093,32.8
42123,19.3
42019,35.4
42047,18.6
42071,26.9
42085,22.6
42105,15.5
42117,19.1
44005,47.9
44007,28.1
44001,47.1
45003,26.4
45005,9.4
45037,17.8
45023,13.7
45029,15.2
26127,18.8
25019,51.7
26005,22.7
26003,17.4
26035,12.1
26073,29.2
26157,13.6
26007,17.5
