fips,inc_2018
04009,51352
02195,66907
02158,35539
04013,61606
04023,40467
04012,33333
04015,43266
04005,57616
04025,50180
04011,60962
04021,55550
05099,37635
05037,43838
05039,36628
05027,36148
05125,62152
05141,36897
05065,40218
05063,43523
05083,39748
05053,51920
05047,39463
05109,37406
05069,38289
05097,37855
05127,35509
05131,43240
05033,46619
05017,33051
05071,37170
05077,28367
29029,52087
29099,63030
29143,35399
29173,55546
30017,55841
30075,52457
30085,42904
30051,47419
30083,67272
30101,46823
30019,54750
30045,45764
30023,41783
30055,47500
30087,56549
30021,59820
30007,56469
30071,46222
31009,50870
31049,48500
31113,51607
31169,50734
31001,51536
31011,54063
31149,52604
31163,51172
31093,54399
31073,62545
47153,51750
47157,49782
47077,42430
47089,47264
47017,40810
47037,56507
47135,34634
47121,43250
47075,38362
47125,55972
47061,36987
47029,33614
47041,44134
47101,37139
47131,39866
47167,60167
47045,43762
47065,53035
47139,41818
47185,40745
47163,43442
36095,53989
36035,50248
36083,65851
36033,51696
36081,64987
36115,54114
36061,82459
36011,56579
36087,91108
36063,54085
36031,56196
36059,111240
36097,51479
36017,50595
36045,52268
36103,96675
36121,57914
36075,53597
36117,55765
36007,50859
36029,55673
36105,56256
05011,39510
05073,32412
05107,29263
05149,42361
05113,37035
05103,34887
05081,45388
05091,41903
05145,43822
06033,42475
29065,39916
29129,44085
29229,32752
29047,68367
29195,43201
29227,52500
29079,42574
29141,37727
29179,40929
29189,65300
29209,46443
29009,41463
29019,54043
29051,57587
29055,38036
29093,37188
29117,47885
29135,54828
29155,33390
29159,44382
29203,32180
29175,46610
29069,34186
29071,55312
29089,50372
29095,52805
29131,42718
29171,37367
29213,41487
29021,50457
29025,48033
29037,67659
29049,58510
29059,41551
29085,36190
29113,61628
29137,43973
29145,49023
29163,45753
29183,81411
29031,51730
29205,44051
29225,47421
29005,48385
29013,46186
29015,38028
29035,39415
29057,39979
29115,43642
29091,36143
29101,53056
29105,46192
29125,44436
29161,42846
29165,76912
29187,45774
29510,41107
29003,55683
29023,39058
48475,64630
48013,55265
48353,44346
48229,29318
48203,51202
48327,40606
48149,56297
48491,83679
48233,50651
48343,42961
48361,55700
48495,59167
48201,60146
48053,59238
48171,58325
48113,56854
48311,68750
48503,47194
48251,62066
48223,51877
48357,49928
48275,46146
48309,48199
48095,43355
48137,40313
48133,35325
48243,53194
48247,32049
48339,77416
48127,27832
48479,42293
48011,66563
48069,45000
48273,42021
48097,57646
48107,37899
48151,46827
48131,37382
48031,63071
48241,46088
48245,48463
48271,31468
48359,63315
48279,43396
48295,57372
48307,45329
48319,40708
48125,41618
48287,55000
48439,64874
48001,43355
48139,72213
48239,60276
48265,52473
48331,47081
48093,47893
48145,38032
48047,27378
48015,65365
48261,36125
48089,49504
31091,39115
31153,79549
31015,50729
31059,55625
31159,67591
31181,42298
31023,55562
31005,43854
31067,51662
31099,56952
31119,52857
31137,57241
31179,62623
31107,49752
31121,54197
31133,46314
31183,52083
32015,93583
32009,40000
29127,46762
29033,42149
29061,50380
29087,45610
29151,58476
29181,33343
29219,57948
29221,39621
29043,57019
29063,50000
29081,40168
29107,54661
29001,40046
29199,42965
29211,42604
