fips,year,population,white_pct,hispanic_pct,black_pct
01001,2010,54773,0.7721505121136326,0.023971664871378234,0.1780074124112245
01001,2011,55227,0.7703659441939631,0.024245387220019194,0.17895232404439856
01001,2012,54954,0.7676966189904284,0.023929104341813154,0.18104232630927686
01001,2013,54727,0.7640104518793283,0.024923712244413178,0.18243280282127652
01001,2014,54893,0.7608802579563879,0.026087114932687228,0.18404896799227588
01001,2015,54864,0.7554680664916885,0.026848206474190728,0.18921332750072908
01001,2016,55243,0.7507014463370925,0.027116557753923572,0.19191571782850317
01001,2017,55390,0.7458566528254198,0.028145874706625745,0.19452969850153456
01001,2018,55533,0.743809986854663,0.029207858390506547,0.19543334593845102
01001,2019,55869,0.7377078522973384,0.029909252000214787,0.20113121766990638
01003,2010,183112,0.8364443619205733,0.044055004587356374,0.09466337542050766
01003,2011,186558,0.8360885086675458,0.044227532456394256,0.09397077584450948
01003,2012,190145,0.8343790265323832,0.04400326066948907,0.09411238791448631
01003,2013,194885,0.8335120712214896,0.043856633399184136,0.0939117941350027
01003,2014,199183,0.8328873448035223,0.04349768805570756,0.09407931399768052
01003,2015,202939,0.8328808164029585,0.04394916699106628,0.09291954725311546
01003,2016,207601,0.8323081295369483,0.044754119681504424,0.09196969186082919
01003,2017,212521,0.8322377553277088,0.0455531453362256,0.09058869476428212
01003,2018,217855,0.8323058915333593,0.04653094948474903,0.0893438296114388
01003,2019,223234,0.8320730713063422,0.04718815234238512,0.0877688882517896
01005,2010,27327,0.4679620887766678,0.04921872141105866,0.471841036337688
01005,2011,27341,0.46849054533484513,0.047840239932701804,0.4718554551772064
01005,2012,27169,0.46762854724134123,0.045161765247156684,0.4752843314071184
01005,2013,26937,0.4641199836655901,0.04306344433307347,0.4801574043137692
01005,2014,26755,0.46529620631657637,0.042646234348719864,0.4791253971220333
01005,2015,26283,0.4636076551383023,0.0420423848114751,0.4803104668416847
01005,2016,25806,0.4625668449197861,0.04312950476633341,0.4794621405874603
01005,2017,25157,0.45919624756529,0.04408315776920937,0.4811384505306674
01005,2018,24872,0.45573335477645543,0.043341910582180766,0.48411868768092636
01005,2019,24686,0.45511626022846957,0.04524831888519809,0.4822976585919144
01007,2010,22870,0.7509838216003498,0.017927415828596416,0.22041976388281592
01007,2011,22745,0.7509342712684106,0.02035612222466476,0.21763024840624312
01007,2012,22667,0.7505624917280628,0.021132042175850355,0.21634975956235938
01007,2013,22521,0.7487234137027663,0.02175747080502642,0.2172194840371209
01007,2014,22553,0.7491242850175143,0.02150489956990201,0.2170442956591141
01007,2015,22566,0.7447044225826465,0.02344234689355668,0.21935655410795002
01007,2016,22586,0.7458159922075622,0.024705569822013638,0.21650580005313025
01007,2017,22550,0.7450554323725055,0.026119733924611973,0.21481152993348115
01007,2018,22367,0.7466803773416193,0.02669110743506058,0.21191934546430008
01007,2019,22394,0.7440832365812271,0.027819951772796284,0.21269089934803964
01009,2010,57376,0.8885771054099275,0.08135805911879532,0.014204545454545454
01009,2011,57560,0.8855281445448228,0.08363446838082002,0.014697706740792217
01009,2012,57580,0.8826849600555748,0.08433483848558528,0.015856200069468567
01009,2013,57619,0.8804908103229837,0.08582238497717767,0.016539683090647184
01009,2014,57526,0.8794805826930432,0.08719535514376109,0.015697249939157946
01009,2015,57526,0.8778291555122901,0.08804714390014949,0.016097069151340262
01009,2016,57494,0.8754826590600758,0.09058336522071868,0.015775559188784916
01009,2017,57787,0.8720646512191323,0.09330818350147957,0.016232024503781126
01009,2018,57771,0.8701943881878451,0.0945630160461131,0.016149971438957262
01009,2019,57826,0.8677065679798015,0.0965309722270259,0.016912807387680282
01011,2010,10876,0.21901434350864288,0.07134976094152262,0.7110150790731887
01011,2011,10675,0.22032786885245903,0.07747072599531615,0.7024824355971897
01011,2012,10606,0.22072411842353384,0.07580614746369979,0.7017725815576089
01011,2013,10549,0.21651341359370557,0.072708313584226,0.7092615413783298
01011,2014,10663,0.21766857357216543,0.06986776704492169,0.7104004501547407
01011,2015,10400,0.21721153846153846,0.07336538461538461,0.7075961538461538
01011,2016,10389,0.2174415246895755,0.07450187698527289,0.705746462604678
01011,2017,10176,0.21216588050314467,0.0792059748427673,0.7071540880503144
01011,2018,10174,0.211912718694712,0.08246510713583645,0.7045409868291724
01011,2019,10101,0.20997920997921,0.08553608553608553,0.7026037026037026
01013,2010,20932,0.5397955283776037,0.00941142747945729,0.4355532199503153
01013,2011,20866,0.5365187386178473,0.010735167257739864,0.43640371896865715
01013,2012,20670,0.5344944363812288,0.011804547653604258,0.4363328495403967
01013,2013,20356,0.5320789939084299,0.0124778934957752,0.437708783651012
01013,2014,20327,0.5255571407487578,0.01224971712500615,0.4422689034289369
01013,2015,20162,0.5218232318222399,0.013292332109909731,0.4432595972621764
01013,2016,20012,0.5188886667999201,0.013242054767139716,0.44458325004997
01013,2017,19888,0.514933628318584,0.013978278358809331,0.44785800482703136
01013,2018,19631,0.513269828332739,0.014568794253986042,0.44816871275024195
01013,2019,19448,0.5109522830111065,0.01486013986013986,0.44976347182229537
01015,2010,118408,0.7369265590162827,0.03298763597054253,0.2066329977704209
01015,2011,117744,0.736317774154097,0.03386159804321239,0.20601474385106672
01015,2012,117190,0.7337571465142076,0.033612082942230566,0.2080467616690844
01015,2013,116471,0.7328777120484927,0.03383674906199827,0.20783714401009692
01015,2014,115917,0.7299101943632081,0.03450744929561669,0.20927042625326742
01015,2015,115469,0.727745109076895,0.03513497129099585,0.21000441676986897
01015,2016,114973,0.7249354196202586,0.036904316665651936,0.2098753620415228
01015,2017,114710,0.722918664458199,0.0375555749280795,0.21114985615900966
01015,2018,114331,0.7192887318400084,0.03965678599854808,0.21218217281402244
01015,2019,113605,0.7170811143875709,0.040614409577043264,0.21313322477003652
01017,2010,34122,0.5815602836879432,0.015766953871402613,0.38901588418029426
01017,2011,34033,0.5817882643316781,0.01666030029677078,0.38730056121999235
01017,2012,34104,0.5755336617405583,0.01815036359371335,0.3904234107436078
01017,2013,34139,0.5706376871027271,0.019830692170245173,0.39163420135329097
01017,2014,33977,0.5642346293080613,0.02001353857020926,0.3964152220619831
01017,2015,33996,0.5608601011883751,0.020531827273796918,0.39807624426403104
01017,2016,33745,0.558275300044451,0.022492221069788116,0.3979848866498741
01017,2017,33707,0.5547809060432551,0.024356958495268047,0.39890823864479186
01017,2018,33600,0.5522321428571428,0.025416666666666667,0.40089285714285716
01017,2019,33254,0.5512419558549347,0.02619233776387803,0.4019065375593914
01019,2010,25963,0.9215036783114432,0.01259484651234449,0.04621962022878712
01019,2011,25989,0.91988918388549,0.013928969948824503,0.045750125052907
01019,2012,25958,0.9184066569073118,0.015216888820402188,0.045650666461206565
01019,2013,26017,0.9188991813045316,0.016258600146058347,0.043702194718837684
01019,2014,25895,0.919328055609191,0.014867735083993049,0.043212975477891484
01019,2015,25732,0.9175734494015234,0.015233949945593036,0.04344784703870667
01019,2016,25768,0.9172617199627445,0.015290282520956225,0.04284383731760323
01019,2017,25805,0.9181166440612284,0.0156946328230963,0.04154233675644255
01019,2018,26014,0.9165449373414315,0.016337356807872683,0.04243868686092104
01019,2019,26196,0.916704840433654,0.017140021377309512,0.04096045197740113
01021,2010,43653,0.811101184340137,0.07855130231599203,0.09948915309371635
01021,2011,43689,0.8110966147085079,0.07667834008560508,0.10055162626748151
01021,2012,43582,0.8099444724886421,0.07688954155385251,0.10059198751778257
01021,2013,43628,0.8092280187035849,0.07545612909140918,0.10172366370220959
01021,2014,43760,0.8048446069469836,0.07643967093235832,0.10447897623400365
01021,2015,43700,0.8049427917620138,0.07624713958810068,0.10363844393592678
01021,2016,43866,0.8044043222541376,0.07725801303971185,0.10299548625359048
01021,2017,44120,0.8024252039891205,0.07771985494106981,0.10428377153218495
01021,2018,44163,0.8010778253288953,0.07931979258655436,0.10338971537259697
01021,2019,44428,0.7986179886558027,0.08184028090393446,0.10344827586206896
01023,2010,13849,0.5568633114304282,0.0054155534695645895,0.4325944111488194
01023,2011,13609,0.5580865603644647,0.0052906165037842606,0.4309648027040929
01023,2012,13563,0.5571038855710388,0.006561970065619701,0.43050947430509473
01023,2013,13397,0.55796073747854,0.007240426961259983,0.42748376502201985
01023,2014,13317,0.561612975895472,0.00841030262071037,0.42284298265375087
01023,2015,13231,0.5654145567228479,0.009145189328093115,0.4184113067795329
01023,2016,13045,0.5657339977002683,0.009888846301264853,0.4166347259486393
01023,2017,12925,0.5640232108317215,0.009671179883945842,0.41818181818181815
01023,2018,12833,0.5638588015273124,0.010441829657913192,0.416738097093431
01023,2019,12589,0.563269521010406,0.010167606640718087,0.41742791325760586
01025,2010,25766,0.5387332143134363,0.010634169060001553,0.44104634013816657
01025,2011,25587,0.5369523586196115,0.011372962832688474,0.44120060968460545
01025,2012,25155,0.5371099185052673,0.011369509043927648,0.4401510634068774
01025,2013,25123,0.5342116785415755,0.012458703180352665,0.4415475858774828
01025,2014,24864,0.5312097812097812,0.013553732303732304,0.44268822393822393
01025,2015,24698,0.5308527006235323,0.014090209733581667,0.44218155316219937
01025,2016,24340,0.5289235825801151,0.013927691043549713,0.4435086277732128
01025,2017,24063,0.5289032955159373,0.013464655279890289,0.4437518181440386
01025,2018,23918,0.5260055188560916,0.013379045070658081,0.4453131532736851
01025,2019,23622,0.5210820421640844,0.013123359580052493,0.4502159004318009
01027,2010,13898,0.8039286228234278,0.028565261188660238,0.14771909627284502
01027,2011,13687,0.8025863958500767,0.028421129538978594,0.14670855556367357
01027,2012,13434,0.8043769539973202,0.030445139199047195,0.14396307875539677
01027,2013,13404,0.8024470307370934,0.030214861235452105,0.14488212473888393
01027,2014,13441,0.8009820697864742,0.03095007811918756,0.14403690201621902
01027,2015,13415,0.7992545657845695,0.03287364890048453,0.14312336936265374
01027,2016,13393,0.80333009781229,0.030239677443440603,0.14179048756813262
01027,2017,13350,0.8061423220973782,0.030861423220973783,0.13925093632958802
01027,2018,13294,0.8055513765608545,0.030163983752068604,0.1402136302091169
01027,2019,13235,0.8034756327918399,0.03286739705326785,0.13781639591990932
01029,2010,15004,0.93148493735004,0.020861103705678487,0.03372434017595308
01029,2011,14928,0.9293944265809218,0.021436227224008574,0.034230975348338695
01029,2012,14889,0.9294109745449661,0.021022231177379273,0.034186312042447445
01029,2013,14976,0.9283520299145299,0.022569444444444444,0.03365384615384615
01029,2014,15026,0.9267270065220284,0.023891920670837216,0.033142552908292294
01029,2015,14914,0.9269813597961647,0.02413839345581333,0.03211747351481829
01029,2016,14848,0.9270608836206896,0.024110991379310345,0.031923491379310345
01029,2017,14899,0.9285186925297,0.023759983891536343,0.030471843747902544
01029,2018,15010,0.9282478347768155,0.025049966688874083,0.028847435043304465
01029,2019,14910,0.928169014084507,0.02595573440643863,0.028437290409121393
01031,2010,50208,0.7238687061822817,0.06389420012746973,0.16977374123645633
01031,2011,50444,0.7206803584172548,0.062841963365316,0.1719728808183332
01031,2012,51141,0.7182495453745527,0.06259165835630903,0.17309008427680334
01031,2013,50681,0.7172115783035062,0.06323868905506995,0.1749570845089876
01031,2014,50657,0.7148271709734094,0.0634463154154411,0.17563219298418778
01031,2015,50963,0.7116731746561231,0.06579283009241998,0.17677530757608462
01031,2016,51202,0.7060856997773525,0.06978243037381353,0.17692668255146282
01031,2017,51853,0.7027558675486472,0.07224268605480878,0.17754035446357974
01031,2018,51950,0.697497593840231,0.0764196342637151,0.17707410972088547
01031,2019,52342,0.6942417179320622,0.07968744029651141,0.1760727522830614
01033,2010,54524,0.7956679627320079,0.020394688577507154,0.16235052453965226
01033,2011,54539,0.7940923009222758,0.021635893580740386,0.16193916280093143
01033,2012,54570,0.79080080630383,0.023217885284955105,0.16307494960601063
01033,2013,54529,0.7898366007078802,0.02338205358616516,0.16336261438867392
01033,2014,54462,0.7906613785758878,0.023043590026073226,0.161194961624619
01033,2015,54417,0.7873642427917746,0.024624657735634086,0.16213683223992503
01033,2016,54497,0.7864286107492156,0.026643668458814246,0.16032075160100556
01033,2017,54695,0.7823201389523723,0.028119572172959136,0.162062345735442
01033,2018,55004,0.7804159697476547,0.030379608755726855,0.1612791796960221
01033,2019,55241,0.7772306801107873,0.032385365941963395,0.16218026465849641
01035,2010,13236,0.5108038682381384,0.0123904502870958,0.46811725596857057
01035,2011,13195,0.5048882152330428,0.014247821144372869,0.47040545661235317
01035,2012,13046,0.5086616587459758,0.015483673156523072,0.46535336501609686
01035,2013,12912,0.5096034696406444,0.01696096654275093,0.4615086741016109
01035,2014,12677,0.50903210538771,0.016802082511635244,0.4619389445452394
01035,2015,12678,0.5015775358889415,0.018457169900615238,0.4686070358100647
01035,2016,12500,0.4968,0.01976,0.47064
01035,2017,12431,0.4985117850534953,0.0199501246882793,0.46762126940712734
01035,2018,12292,0.5030914415880248,0.02164009111617312,0.462251871135698
01035,2019,12067,0.5036048727935692,0.02295516698433745,0.4607607524654015
01037,2010,11780,0.6539898132427844,0.019439728353140916,0.31757215619694396
01037,2011,11486,0.6517499564687446,0.01985025248128156,0.318039352254919
01037,2012,11346,0.6530054644808743,0.019478230213291026,0.3158822492508373
01037,2013,11254,0.6484805402523547,0.02043717789230496,0.3189976897103252
01037,2014,11037,0.6480927788348283,0.021563830751109903,0.31802120141342755
01037,2015,10934,0.652643131516371,0.022315712456557526,0.31068227547100785
01037,2016,10819,0.6541269987984102,0.022090766244569737,0.31102689712542747
01037,2017,10724,0.6546064901156285,0.023685192092502798,0.30911973144349125
01037,2018,10643,0.6528234520342009,0.025462745466503806,0.3092173259419337
01037,2019,10663,0.6513176404389008,0.026259026540373254,0.3089186907999625
01039,2010,37809,0.8403290221904838,0.013092120923589622,0.12552566849162897
01039,2011,38020,0.8397159389794845,0.013834823776959495,0.12464492372435561
01039,2012,37805,0.838116651236609,0.014707049332098928,0.12498346779526517
01039,2013,37814,0.8369651451843233,0.01475643941397366,0.12617020151266728
01039,2014,37760,0.8360169491525423,0.014909957627118645,0.12680084745762712
01039,2015,37556,0.833714985621472,0.015470231121525188,0.12767600383427416
01039,2016,37382,0.8337167620780055,0.01639826654539618,0.1271200042801348
01039,2017,37062,0.8349792240030219,0.016458906696886298,0.12481787275376396
01039,2018,36953,0.8320839985928071,0.01769815711850188,0.1256460909804346
01039,2019,37049,0.8306297066047666,0.018543010607573754,0.12518556506248482
01041,2010,13869,0.7209604153147307,0.014420650371331747,0.23310981325257768
