fips,year,area
27071,2000,3102.36
27071,2010,3104.07
27073,2000,764.87
27073,2010,765.02
27075,2000,2099.16
27075,2010,2109.29
27077,2000,1296.7
27077,2010,1297.87
27079,2000,448.5
27079,2010,448.76
27081,2000,537.03
27081,2010,536.76
27083,2000,714.17
27083,2010,714.56
27085,2000,491.91
27085,2010,491.47
27087,2000,556.14
27087,2010,557.88
27089,2000,1772.24
27089,2010,1775.07
27091,2000,709.34
27091,2010,712.35
27093,2000,608.54
27093,2010,608.18
27095,2000,574.47
27095,2010,572.31
27097,2000,1124.5
27097,2010,1125.06
27099,2000,711.5
27099,2010,711.33
27101,2000,704.43
27101,2010,704.7
27103,2000,452.29
27103,2010,448.49
27105,2000,715.39
27105,2010,715.11
27107,2000,876.27
27107,2010,872.79
27109,2000,653.01
27109,2010,653.35
27111,2000,1979.71
27111,2010,1972.07
27113,2000,616.54
27113,2010,616.57
27115,2000,1411.04
27115,2010,1411.29
27117,2000,465.89
27117,2010,465.06
27119,2000,1970.37
27119,2010,1971.13
27121,2000,670.14
27121,2010,669.71
27123,2000,155.78
27123,2010,152.21
27125,2000,432.43
27125,2010,432.41
27127,2000,879.73
27127,2010,878.57
27129,2000,982.92
27129,2010,982.91
27131,2000,497.57
27131,2010,495.68
27133,2000,482.61
27133,2010,482.46
27135,2000,1662.51
27135,2010,1671.6
27137,2000,6225.16
27137,2010,6247.4
27139,2000,356.68
27139,2010,356.48
27141,2000,436.3
27141,2010,432.92
27143,2000,588.65
27143,2010,588.78
27145,2000,1344.52
27145,2010,1343.13
27147,2000,429.55
27147,2010,429.65
27149,2000,562.06
27149,2010,563.6
27151,2000,743.53
27151,2010,742.08
27153,2000,942.02
27153,2010,944.98
27155,2000,574.09
27155,2010,573.9
27157,2000,525.01
27157,2010,522.98
27159,2000,535.02
27159,2010,536.27
27161,2000,423.25
27161,2010,423.36
27163,2000,391.7
27163,2010,384.28
27165,2000,434.51
27165,2010,434.95
27167,2000,751.43
27167,2010,750.96
27169,2000,626.3
27169,2010,626.21
27171,2000,660.75
27171,2010,661.46
27173,2000,757.96
27173,2010,759.1
28000,2000,46906.96
28000,2010,46923.27
28001,2000,460.26
28001,2010,462.41
28003,2000,399.89
28003,2010,400.04
28005,2000,729.6
28005,2010,730.1
28007,2000,735.13
28007,2010,734.98
28009,2000,406.79
28009,2010,406.62
28011,2000,876.28
28011,2010,876.57
28013,2000,586.54
28013,2010,586.57
28015,2000,627.73
28015,2010,628.24
28017,2000,501.56
28017,2010,501.78
28019,2000,419.1
28019,2010,418.18
28021,2000,486.77
28021,2010,487.41
28023,2000,691.27
28023,2010,691.55
28025,2000,408.56
28025,2010,410.08
28027,2000,554.15
28027,2010,552.44
28029,2000,776.6
28029,2010,777.24
28031,2000,413.79
28031,2010,413.79
28033,2000,477.86
28033,2010,476.15
28035,2000,466.58
28035,2010,466.31
28037,2000,564.6
28037,2010,563.78
28039,2000,478.29
28039,2010,478.71
28041,2000,712.82
28041,2010,712.76
28043,2000,421.79
28043,2010,422.11
28045,2000,476.88
28045,2010,473.75
28047,2000,580.98
28047,2010,573.99
28049,2000,869.18
28049,2010,869.74
28051,2000,756
28051,2010,756.7
28053,2000,418.09
28053,2010,418.49
28055,2000,413.06
28055,2010,413.05
28057,2000,532.31
28057,2010,532.79
28059,2000,726.9
28059,2010,722.75
28061,2000,676
28061,2010,676.24
28063,2000,519.39
28063,2010,519.93
28065,2000,408.41
28065,2010,408.44
28067,2000,693.82
28067,2010,694.8
28069,2000,766.13
28069,2010,766.18
28071,2000,631.11
28071,2010,631.71
28073,2000,497.07
28073,2010,497.06
28075,2000,703.51
28075,2010,703.63
28077,2000,430.63
28077,2010,430.67
28079,2000,582.71
28079,2010,583
28081,2000,449.59
28081,2010,449.95
28083,2000,591.93
28083,2010,592.54
28085,2000,585.71
28085,2010,586.12
28087,2000,502.3
28087,2010,505.51
28089,2000,717.11
28089,2010,714.51
28091,2000,542.34
28091,2010,542.38
28093,2000,706.33
28093,2010,706.19
28095,2000,764.17
28095,2010,765.09
28097,2000,406.85
28097,2010,406.98
28099,2000,570
28099,2010,570.14
28101,2000,578.03
28101,2010,578.1
28103,2000,694.79
28103,2010,695.14
28105,2000,457.71
28105,2010,458.2
28107,2000,684.2
28107,2010,685.14
28109,2000,811.33
28109,2010,810.86
28111,2000,647.18
28111,2010,647.25
28113,2000,408.89
28113,2010,409.02
28115,2000,497.35
28115,2010,497.69
28117,2000,414.93
28117,2010,414.98
28119,2000,404.84
28119,2010,405.01
28121,2000,774.52
28121,2010,775.49
28123,2000,609.08
28123,2010,609.19
28125,2000,427.71
28125,2010,431.72
28127,2000,588.73
28127,2010,589.16
28129,2000,635.89
28129,2010,636.25
28131,2000,445.37
28131,2010,445.49
28133,2000,693.79
28133,2010,697.75
28135,2000,643.92
28135,2010,645.29
28137,2000,404.48
28137,2010,404.76
28139,2000,457.91
28139,2010,457.82
28141,2000,424.12
28141,2010,424.25
28143,2000,454.81
28143,2010,454.67
28145,2000,415.43
28145,2010,415.6
28147,2000,403.82
28147,2010,403.94
28149,2000,586.61
28149,2010,588.5
28151,2000,723.99
28151,2010,724.74
28153,2000,810.32
28153,2010,810.75
28155,2000,422.49
28155,2010,420.94
28157,2000,676.7
28157,2010,678.11
28159,2000,606.97
28159,2010,607.25
28161,2000,467.12
28161,2010,467.13
28163,2000,919.48
28163,2010,922.95
29000,2000,68885.93
29000,2010,68741.52
29001,2000,567
29001,2010,567.32
29003,2000,435.18
29003,2010,432.7
29005,2000,544.72
29005,2010,547.3
29007,2000,693.1
29007,2010,692.24
29009,2000,779.06
29009,2010,778.25
29011,2000,594.25
29011,2010,591.92
29013,2000,848.47
29013,2010,836.69
29015,2000,705.51
29015,2010,704.06
29017,2000,620.74
29017,2010,617.91
29019,2000,685.43
29019,2010,685.41
29021,2000,409.73
29021,2010,408.03
29023,2000,697.54
29023,2010,694.67
29025,2000,429.34
29025,2010,426.39
29027,2000,838.84
29027,2010,834.58
29029,2000,655.14
29029,2010,655.92
29031,2000,578.62
29031,2010,578.54
29033,2000,694.72
29033,2010,694.62
29035,2000,507.58
29035,2010,507.36
29037,2000,698.99
29037,2010,696.84
29039,2000,475.93
29039,2010,474.48
29041,2000,755.87
29041,2010,751.18
29043,2000,563.16
29043,2010,562.65
29045,2000,507.31
29045,2010,504.69
29047,2000,396.35
29047,2010,397.3
29049,2000,418.76
29049,2010,418.96
29051,2000,391.44
29051,2010,393.75
29053,2000,565.03
29053,2010,564.77
29055,2000,742.52
29055,2010,742.52
29057,2000,490.34
29057,2010,490.01
29059,2000,541.54
29059,2010,540.77
29061,2000,566.97
29061,2010,563.24
29063,2000,424.2
29063,2010,421.36
29065,2000,753.54
29065,2010,752.79
29067,2000,814.53
29067,2010,813.63
29069,2000,545.62
29069,2010,541.07
29071,2000,922.81
29071,2010,922.68
29073,2000,520.67
29073,2010,517.8
29075,2000,491.52
29075,2010,491.42
29077,2000,674.97
29077,2010,675.3
29079,2000,435.82
29079,2010,435.28
29081,2000,725.13
29081,2010,722.5
29083,2000,702.48
29083,2010,696.95
29085,2000,398.63
29085,2010,399.09
29087,2000,461.87
29087,2010,462.69
29089,2000,465.74
29089,2010,463.85
29091,2000,927.74
29091,2010,927.25
29093,2000,551.34
29093,2010,550.26
29095,2000,604.84
29095,2010,604.46
29097,2000,639.73
29097,2010,638.49
29099,2000,656.8
29099,2010,656.63
29101,2000,830.44
29101,2010,829.28
29103,2000,505.71
29103,2010,504.01
29105,2000,765.85
29105,2010,764.72
29107,2000,629.31
29107,2010,628.43
29109,2000,613.08
29109,2010,611.74
29111,2000,505.01
29111,2010,505.04
29113,2000,630.49
29113,2010,626.56
29115,2000,620.35
29115,2010,615.56
29117,2000,534.52
29117,2010,532.33
29119,2000,539.51
29119,2010,539.48
29121,2000,803.77
29121,2010,801.23
29123,2000,496.73
29123,2010,494.39
29125,2000,527.73
29125,2010,526.98
29127,2000,438.07
29127,2010,436.92
29129,2000,454.18
29129,2010,453.84
29131,2000,592.26
29131,2010,592.6
29133,2000,413.16
29133,2010,411.58
29135,2000,416.52
29135,2010,415.03
29137,2000,645.98
29137,2010,647.65
29139,2000,537.46
29139,2010,536.25
29141,2000,597.41
29141,2010,597.63
29143,2000,678.01
29143,2010,674.84
29145,2000,626.42
29145,2010,624.77
29147,2000,876.62
29147,2010,876.96
29149,2000,791.4
29149,2010,789.8
29151,2000,606.11
29151,2010,604.35
29153,2000,742.15
29153,2010,744.97
29155,2000,493.08
29155,2010,492.54
29157,2000,474.67
29157,2010,474.35
29159,2000,684.82
29159,2010,682.22
29161,2000,672.85
29161,2010,671.78
29163,2000,672.82
29163,2010,670.44
29165,2000,420.33
29165,2010,420.19
29167,2000,637.2
29167,2010,635.52
29169,2000,547.02
29169,2010,547.1
29171,2000,517.9
29171,2010,517.32
29173,2000,471
29173,2010,469.78
29175,2000,482.32
29175,2010,482.68
29177,2000,569.47
29177,2010,568.81
29179,2000,811.2
29179,2010,808.48
29181,2000,629.47
29181,2010,629.54
29183,2000,560.42
29183,2010,560.44
29185,2000,676.66
29185,2010,669.98
29186,2000,502.39
29186,2010,499.15
29187,2000,449.46
29187,2010,451.89
29189,2000,507.81
29189,2010,507.8
29195,2000,755.55
29195,2010,755.5
29197,2000,307.87
29197,2010,307.3
29199,2000,438.47
29199,2010,436.67
29201,2000,421.01
29201,2010,419.99
29203,2000,1003.83
29203,2010,1003.82
29205,2000,500.93
29205,2010,500.86
29207,2000,827.12
29207,2010,823.22
29209,2000,463.22
29209,2010,464.03
29211,2000,650.95
29211,2010,647.98
29213,2000,632.36
29213,2010,632.44
29215,2000,1178.54
29215,2010,1177.27
29217,2000,833.95
29217,2010,826.4
29219,2000,431.31
29219,2010,428.6
29221,2000,759.59
29221,2010,759.91
29223,2000,761.03
29223,2010,759.18
29225,2000,593.32
29225,2010,592.56
29227,2000,266.52
29227,2010,266.61
29229,2000,682.13
29229,2010,681.77
29510,2000,61.92
29510,2010,61.91
30000,2000,145552.43
30000,2010,145545.8
30001,2000,5542.31
30001,2010,5541.62
30003,2000,4994.81
30003,2010,4995.46
30005,2000,4226.18
30005,2010,4227.55
30007,2000,1191.35
30007,2010,1192.54
30009,2000,2047.99
30009,2010,2048.79
30011,2000,3339.57
30011,2010,3340.75
30013,2000,2697.9
30013,2010,2698.16
30015,2000,3973.24
30015,2010,3972.49
30017,2000,3783.13
30017,2010,3783.36
30019,2000,1426.09
30019,2010,1426.11
30021,2000,2373.14
30021,2010,2371.87
30023,2000,736.98
30023,2010,736.53
30025,2000,1620.33
30025,2010,1620.77
30027,2000,4339.17
30027,2010,4339.8
30029,2000,5098.34
30029,2010,5087.66
30031,2000,2605.84
30031,2010,2602.69
30033,2000,4668.06
30033,2010,4675.36
30035,2000,2994.72
30035,2010,2995.94
30037,2000,1175.3
30037,2010,1175.34
30039,2000,1727.44
30039,2010,1727.42
30041,2000,2896.36
30041,2010,2898.96
30043,2000,1656.64
30043,2010,1656.26
30045,2000,1869.85
30045,2010,1869.82
30047,2000,1493.77
30047,2010,1490.15
30049,2000,3460.96
30049,2010,3458.83
30051,2000,1429.76
30051,2010,1430.05
30053,2000,3612.67
30053,2010,3612.92
30055,2000,2642.53
30055,2010,2643.17
30057,2000,3586.54
30057,2010,3587.48
30059,2000,2391.82
30059,2010,2391.91
30061,2000,1219.82
30061,2010,1219.44
30063,2000,2597.97
30063,2010,2593.42
30065,2000,1867.15
30065,2010,1868.16
30067,2000,2802.41
30067,2010,2803.06
30069,2000,1653.9
30069,2010,1654.87
30071,2000,5139.57
30071,2010,5140.04
30073,2000,1624.7
30073,2010,1622.86
30075,2000,3297.18
30075,2010,3297.3
30077,2000,2325.94
30077,2010,2326.39
30079,2000,1736.55
30079,2010,1736.74
30081,2000,2394.21
30081,2010,2390.82
30083,2000,2084.09
30083,2010,2084.14
30085,2000,2355.6
30085,2010,2354.79
30087,2000,5012.37
30087,2010,5010.4
30089,2000,2762.17
30089,2010,2760.52
30091,2000,1676.58
30091,2010,1677.08
30093,2000,718.31
30093,2010,718.48
30095,2000,1795.09
30095,2010,1795.35
30097,2000,1855.08
30097,2010,1855.21
30099,2000,2272.61
30099,2010,2272.38
30101,2000,1910.95
30101,2010,1915.65
30103,2000,978.86
30103,2010,977.4
30105,2000,4921
30105,2010,4925.82
30107,2000,1423.09
30107,2010,1423.2
30109,2000,889.31
30109,2010,889.27
30111,2000,2635.15
30111,2010,2633.29
30113,2000,0
30113,2010,0
31000,2000,76872.41
31000,2010,76824.17
31001,2000,563.41
31001,2010,563.27
31003,2000,857.06
31003,2010,857.22
31005,2000,715.37
31005,2010,715.36
31007,2000,746.22
31007,2010,746.11
31009,2000,710.74
31009,2010,710.87
31011,2000,686.69
31011,2010,686.55
31013,2000,1075.29
31013,2010,1075.29
31015,2000,540.05
31015,2010,539.94
31017,2000,1221.28
31017,2010,1221.33
31019,2000,967.99
31019,2010,968.11
31021,2000,492.77
31021,2010,491.58
31023,2000,583.59
31023,2010,584.91
31025,2000,559.18
31025,2010,557.45
31027,2000,740.23
31027,2010,740.31
31029,2000,894.5
31029,2010,894.42
31031,2000,5960.52
31031,2010,5960.42
31033,2000,1196.34
31033,2010,1196.29
31035,2000,573.03
31035,2010,572.29
31037,2000,413.14
31037,2010,411.66
31039,2000,572
31039,2010,570.62
31041,2000,2575.71
31041,2010,2575.52
31043,2000,263.8
31043,2010,264.26
31045,2000,1396.24
31045,2010,1396.46
31047,2000,1012.92
31047,2010,1013.1
31049,2000,439.89
31049,2010,439.85
31051,2000,476.39
31051,2010,476.23
31053,2000,534.39
31053,2010,528.71
31055,2000,330.98
31055,2010,328.46
31057,2000,919.86
31057,2010,919.68
31059,2000,576.46
31059,2010,575.37
31061,2000,575.92
31061,2010,575.82
31063,2000,974.55
31063,2010,974.59
31065,2000,718.09
31065,2010,719.13
31067,2000,855.29
31067,2010,851.49
31069,2000,1704.4
31069,2010,1704.28
31071,2000,570.03
31071,2010,569.79
31073,2000,458.18
31073,2010,458.16
31075,2000,776.22
31075,2010,776.22
31077,2000,569.85
31077,2010,569.81
31079,2000,546.4
31079,2010,546.29
31081,2000,543.68
31081,2010,542.88
31083,2000,552.78
31083,2010,553.47
31085,2000,713.11
31085,2010,713.06
31087,2000,710.03
31087,2010,709.94
31089,2000,2412.66
31089,2010,2412.4
31091,2000,721.17
31091,2010,721.12
31093,2000,569.47
31093,2010,569.34
31095,2000,573.01
31095,2010,570.19
31097,2000,376.13
31097,2010,376.05
31099,2000,516.03
31099,2010,516.24
31101,2000,1061.26
31101,2010,1061.6
31103,2000,773.29
31103,2010,773.07
31105,2000,951.72
31105,2010,951.85
31107,2000,1108.12
31107,2010,1108.35
31109,2000,838.88
31109,2010,837.55
31111,2000,2563.98
31111,2010,2564.07
31113,2000,570.68
31113,2010,570.66
31115,2000,569.71
31115,2010,568.29
31117,2000,858.98
31117,2010,858.98
31119,2000,572.57
31119,2010,572.74
31121,2000,484.88
31121,2010,484.88
31123,2000,1423.75
31123,2010,1423.84
31125,2000,441.32
31125,2010,441.63
31127,2000,409.3
31127,2010,407.38
31129,2000,575.3
31129,2010,575.16
31131,2000,615.69
31131,2010,615.63
31133,2000,431.57
31133,2010,431.08
31135,2000,883.18
31135,2010,883.34
31137,2000,539.97
31137,2010,539.79
31139,2000,573.93
31139,2010,573.25
31141,2000,678.07
31141,2010,674.06
31143,2000,438.84
31143,2010,438.35
31145,2000,716.65
31145,2010,716.99
31147,2000,553.26
31147,2010,551.84
31149,2000,1008.46
31149,2010,1008.32
31151,2000,575.34
31151,2010,574.02
31153,2000,240.52
31153,2010,238.99
31155,2000,753.9
31155,2010,750.23
31157,2000,739.27
31157,2010,739.4
31159,2000,574.75
31159,2010,571.43
31161,2000,2441.04
31161,2010,2440.86
31163,2000,565.84
31163,2010,565.83
31165,2000,2066.59
31165,2010,2066.74
31167,2000,429.83
31167,2010,427.95
31169,2000,574.55
31169,2010,573.81
31171,2000,712.86
31171,2010,713.24
31173,2000,393.81
31173,2010,393.58
31175,2000,568.11
31175,2010,568.05
31177,2000,390.49
31177,2010,389.96
31179,2000,443.43
31179,2010,442.92
31181,2000,574.89
31181,2010,574.91
31183,2000,575.17
31183,2010,575.18
31185,2000,575.66
31185,2010,572.51
32000,2000,109825.99
32000,2010,109781.18
32001,2000,4929.08
32001,2010,4930.46
32003,2000,7910.34
32003,2010,7891.43
32005,2000,709.85
32005,2010,709.72
32007,2000,17179.03
32007,2010,17169.83
32009,2000,3588.5
32009,2010,3581.88
32011,2000,4175.68
32011,2010,4175.68
32013,2000,9647.91
32013,2010,9640.76
32015,2000,5493.63
32015,2010,5490.11
32017,2000,10633.61
32017,2010,10633.2
32019,2000,1993.69
32019,2010,2001.19
32021,2000,3756.4
32021,2010,3752.84
32023,2000,18146.66
32023,2010,18181.92
32027,2000,6036.56
32027,2010,6036.56
32029,2000,263.45
32029,2010,262.92
32031,2000,6342.27
32031,2010,6302.37
32033,2000,8875.98
32033,2010,8875.65
32510,2000,143.35
32510,2010,144.66
33000,2000,8968.1
33000,2010,8952.65
33001,2000,401.29
33001,2010,400.23
33003,2000,933.8
33003,2010,931.06
33005,2000,707.4
33005,2010,706.66
33007,2000,1800.39
33007,2010,1794.69
33009,2000,1713.33
33009,2010,1708.75
33011,2000,876.36
33011,2010,876.14
33013,2000,934.43
33013,2010,934.12
33015,2000,694.96
33015,2010,694.72
33017,2000,368.76
33017,2010,368.98
33019,2000,537.38
33019,2010,537.31
34000,2000,7417.34
34000,2010,7354.22
34001,2000,561.07
34001,2010,555.7
34003,2000,234.17
34003,2010,233.01
34005,2000,804.57
34005,2010,798.58
34007,2000,222.3
34007,2010,221.26
34009,2000,255.19
34009,2010,251.43
34011,2000,489.3
34011,2010,483.7
34013,2000,126.27
34013,2010,126.21
34015,2000,324.72
34015,2010,322.01
34017,2000,46.69
34017,2010,46.19
34019,2000,429.94
34019,2010,427.82
34021,2000,225.93
34021,2010,224.56
34023,2000,309.72
34023,2010,308.91
34025,2000,471.94
34025,2010,468.79
34027,2000,468.99
34027,2010,460.18
34029,2000,636.28
34029,2010,628.78
34031,2000,185.29
34031,2010,184.59
34033,2000,337.88
34033,2010,331.9
34035,2000,304.69
34035,2010,301.81
34037,2000,521.26
34037,2010,519.01
34039,2000,103.29
34039,2010,102.86
34041,2000,357.87
34041,2010,356.92
35000,2000,121355.53
35000,2010,121298.15
35001,2000,1166.03
35001,2010,1160.83
35003,2000,6927.81
35003,2010,6923.69
35005,2000,6070.86
35005,2010,6065.28
35006,2000,4539.21
35006,2010,4539.48
35007,2000,3756.79
35007,2010,3758.06
35009,2000,1405.95
35009,2010,1404.8
35011,2000,2324.87
35011,2010,2322.62
35013,2000,3807.18
35013,2010,3807.51
35015,2000,4182.02
35015,2010,4175.73
35017,2000,3965.88
35017,2010,3961.63
35019,2000,3030.37
35019,2010,3030.48
35021,2000,2125.34
35021,2010,2125.44
35023,2000,3445.63
35023,2010,3436.86
35025,2000,4392.96
35025,2010,4390.93
35027,2000,4830.97
35027,2010,4831.09
35028,2000,109.35
35028,2010,109.17
35029,2000,2965.09
35029,2010,2965.19
35031,2000,5448.72
35031,2010,5449.81
35033,2000,1931.1
35033,2010,1931.27
35035,2000,6626.5
35035,2010,6613.21
35037,2000,2874.93
35037,2010,2874.35
35039,2000,5857.63
35039,2010,5860.84
35041,2000,2448.5
35041,2010,2447.43
35043,2000,3709.34
35043,2010,3710.65
35045,2000,5514.02
35045,2010,5513.07
35047,2000,4717.04
35047,2010,4715.82
35049,2000,1909.19
35049,2010,1909.41
35051,2000,4180.23
35051,2010,4178.96
35053,2000,6646.4
35053,2010,6646.68
35055,2000,2203.17
35055,2010,2203.11
35057,2000,3344.81
35057,2010,3344.85
35059,2000,3830
35059,2010,3823.74
35061,2000,1067.63
35061,2010,1066.18
36000,2000,47213.79
36000,2010,47126.4
36001,2000,523.45
36001,2010,522.8
36003,2000,1030.22
36003,2010,1029.31
36005,2000,42.03
36005,2010,42.1
36007,2000,706.82
36007,2010,705.77
36009,2000,1309.85
36009,2010,1308.35
36011,2000,693.18
36011,2010,691.58
36013,2000,1062.05
36013,2010,1060.23
36015,2000,408.17
36015,2010,407.35
36017,2000,894.36
36017,2010,893.55
36019,2000,1038.95
36019,2010,1037.85
36021,2000,635.73
36021,2010,634.71
36023,2000,499.65
36023,2010,498.76
36025,2000,1446.37
36025,2010,1442.44
36027,2000,801.59
36027,2010,795.63
36029,2000,1044.21
36029,2010,1042.69
36031,2000,1796.8
36031,2010,1794.23
36033,2000,1631.49
36033,2010,1629.12
36035,2000,496.17
36035,2010,495.47
36037,2000,494.11
36037,2010,492.94
36039,2000,647.75
36039,2010,647.16
36041,2000,1720.39
36041,2010,1717.37
36043,2000,1411.25
36043,2010,1411.47
36045,2000,1272.2
36045,2010,1268.59
36047,2000,70.61
36047,2010,70.82
36049,2000,1275.42
36049,2010,1274.68
36051,2000,632.13
36051,2010,631.76
36053,2000,655.86
36053,2010,654.84
36055,2000,659.29
36055,2010,657.21
36057,2000,404.82
36057,2010,403.04
36059,2000,286.69
36059,2010,284.72
36061,2000,22.96
36061,2010,22.83
36063,2000,522.95
36063,2010,522.36
36065,2000,1212.7
36065,2010,1212.43
36067,2000,780.29
36067,2010,778.39
36069,2000,644.38
36069,2010,644.07
36071,2000,816.34
36071,2010,811.69
36073,2000,391.4
36073,2010,391.26
36075,2000,953.3
36075,2010,951.65
36077,2000,1002.8
36077,2010,1001.7
36079,2000,231.28
36079,2010,230.31
36081,2000,109.24
36081,2010,108.53
36083,2000,653.96
36083,2010,652.43
36085,2000,58.48
36085,2010,58.37
36087,2000,174.22
36087,2010,173.55
36089,2000,2685.6
36089,2010,2680.38
36091,2000,811.84
36091,2010,809.98
36093,2000,206.1
36093,2010,204.52
36095,2000,622.02
36095,2010,621.82
36097,2000,328.71
36097,2010,328.33
36099,2000,324.91
36099,2010,323.71
36101,2000,1392.64
36101,2010,1390.56
36103,2000,912.2
36103,2010,912.05
36105,2000,969.71
36105,2010,968.13
36107,2000,518.69
36107,2010,518.6
36109,2000,476.05
36109,2010,474.65
36111,2000,1126.48
36111,2010,1124.24
36113,2000,869.29
36113,2010,866.95
36115,2000,835.44
36115,2010,831.18
36117,2000,604.21
36117,2010,603.83
36119,2000,432.82
36119,2010,430.5
36121,2000,592.91
36121,2010,592.75
36123,2000,338.24
36123,2010,338.14
37000,2000,48710.88
37000,2010,48617.91
37001,2000,429.99
37001,2010,423.94
37003,2000,260.18
37003,2010,259.99
37005,2000,234.65
37005,2010,235.06
37007,2000,531.57
37007,2010,531.45
37009,2000,426.13
37009,2010,426.14
37011,2000,247
37011,2010,247.09
37013,2000,827.97
37013,2010,827.19
37015,2000,699.19
37015,2010,699.27
37017,2000,874.94
37017,2010,874.33
37019,2000,854.79
37019,2010,846.97
37021,2000,655.99
37021,2010,656.67
37023,2000,506.72
37023,2010,507.1
37025,2000,364.39
37025,2010,361.75
37027,2000,471.6
37027,2010,471.57
37029,2000,240.68
37029,2010,240.56
37031,2000,519.84
37031,2010,506.25
37033,2000,424.67
37033,2010,424.92
37035,2000,399.97
37035,2010,398.72
37037,2000,682.85
37037,2010,682.19
37039,2000,455.19
37039,2010,455.43
37041,2000,172.64
37041,2010,172.47
37043,2000,214.7
37043,2010,214.75
37045,2000,464.63
37045,2010,464.25
37047,2000,936.8
37047,2010,937.29
37049,2000,708.43
37049,2010,708.96
37051,2000,652.72
37051,2010,652.32
37053,2000,261.7
37053,2010,261.85
37055,2000,383.58
37055,2010,383.42
37057,2000,552.15
37057,2010,552.68
37059,2000,265.18
37059,2010,264.11
37061,2000,817.73
37061,2010,816.22
37063,2000,290.32
37063,2010,285.98
37065,2000,505.03
37065,2010,505.34
37067,2000,409.6
37067,2010,408.15
37069,2000,492.02
37069,2010,491.68
37071,2000,356.21
37071,2010,356.03
37073,2000,340.61
37073,2010,340.45
37075,2000,292.07
37075,2010,292.08
37077,2000,531.12
37077,2010,531.57
37079,2000,265.4
37079,2010,265.93
37081,2000,649.42
37081,2010,645.7
37083,2000,725.36
37083,2010,724.09
37085,2000,595.01
37085,2010,594.99
37087,2000,553.66
37087,2010,553.69
37089,2000,374
37089,2010,373.07
37091,2000,353.26
37091,2010,353.06
37093,2000,391.21
37093,2010,390.74
37095,2000,612.8
37095,2010,612.7
37097,2000,575.57
37097,2010,573.83
37099,2000,490.71
37099,2010,490.76
37101,2000,791.85
37101,2010,791.3
37103,2000,471.88
37103,2010,470.71
37105,2000,257.26
37105,2010,254.96
37107,2000,399.85
37107,2010,400.59
37109,2000,298.79
37109,2010,297.94
37111,2000,441.68
37111,2010,440.61
37113,2000,516.47
37113,2010,515.56
37115,2000,449.42
37115,2010,449.57
37117,2000,461.17
37117,2010,461.22
37119,2000,526.28
37119,2010,523.84
37121,2000,221.43
37121,2010,221.43
37123,2000,491.6
37123,2010,491.76
37125,2000,697.74
37125,2010,697.84
37127,2000,540.27
37127,2010,540.41
37129,2000,198.93
37129,2010,191.53
37131,2000,536.48
37131,2010,536.59
37133,2000,766.82
37133,2010,762.74
37135,2000,399.84
37135,2010,397.96
37137,2000,336.94
37137,2010,336.54
37139,2000,226.88
37139,2010,226.88
37141,2000,870.67
37141,2010,869.8
37143,2000,247.17
37143,2010,247.09
37145,2000,392.31
37145,2010,392.32
37147,2000,651.58
37147,2010,651.98
37149,2000,237.85
37149,2010,237.79
37151,2000,787.36
37151,2010,782.52
37153,2000,473.98
37153,2010,473.82
37155,2000,948.84
37155,2010,949.22
37157,2000,566.44
37157,2010,565.55
37159,2000,511.31
37159,2010,511.37
37161,2000,564.12
37161,2010,564.15
37163,2000,945.45
37163,2010,944.74
37165,2000,319.14
37165,2010,318.85
37167,2000,395.06
37167,2010,395.09
37169,2000,451.84
37169,2010,448.86
37171,2000,536.52
37171,2010,532.17
37173,2000,528.1
37173,2010,528
37175,2000,378.39
37175,2010,378.53
37177,2000,389.91
37177,2010,389.04
37179,2000,637.37
37179,2010,631.52
37181,2000,253.52
37181,2010,253.52
37183,2000,831.92
37183,2010,835.22
37185,2000,428.7
37185,2010,428.46
37187,2000,348.46
37187,2010,348.14
37189,2000,312.51
37189,2010,312.56
37191,2000,552.57
37191,2010,553.09
37193,2000,757.19
37193,2010,754.28
37195,2000,371.09
37195,2010,368.17
37197,2000,335.55
37197,2010,334.83
37199,2000,312.45
37199,2010,312.6
38000,2000,68975.93
38000,2010,69000.8
38001,2000,987.91
38001,2010,987.62
38003,2000,1491.65
38003,2010,1491.55
38005,2000,1380.6
38005,2010,1388.71
38007,2000,1151.41
38007,2010,1148.85
38009,2000,1668.59
38009,2010,1668.42
38011,2000,1162.05
38011,2010,1161.81
38013,2000,1103.53
38013,2010,1103.57
38015,2000,1633.09
38015,2010,1632.65
38017,2000,1765.23
38017,2010,1764.94
38019,2000,1488.46
38019,2010,1488.75
38021,2000,1131
38021,2010,1131.47
38023,2000,1259.53
38023,2010,1260.79
38025,2000,2009.6
38025,2010,2008.46
38027,2000,630.12
38027,2010,630.17
38029,2000,1509.88
38029,2010,1510.44
38031,2000,635.2
38031,2010,635.45
38033,2000,1001.99
38033,2010,1000.79
38035,2000,1437.81
38035,2010,1436.38
38037,2000,1659.46
38037,2010,1659.14
38039,2000,708.5
38039,2010,708.82
38041,2000,1132.25
38041,2010,1132.22
38043,2000,1350.79
38043,2010,1351.19
38045,2000,1147.18
38045,2010,1145.94
38047,2000,992.64
38047,2010,992.82
38049,2000,1874.09
38049,2010,1873.95
38051,2000,975.19
38051,2010,974.73
38053,2000,2742.02
38053,2010,2760.32
38055,2000,2109.95
38055,2010,2110.88
38057,2000,1045.49
38057,2010,1042.96
38059,2000,1926.27
38059,2010,1926.27
