fips,year,area
17139,2000,335.6
17139,2010,335.94
17141,2000,758.83
17141,2010,758.57
17143,2000,619.52
17143,2010,619.21
17145,2000,440.96
17145,2010,441.76
17147,2000,440.02
17147,2010,439.2
17149,2000,830.3
17149,2010,831.38
17151,2000,370.86
17151,2010,368.77
17153,2000,200.79
17153,2010,199.19
17155,2000,159.8
17155,2010,160.16
17157,2000,578.42
17157,2010,575.5
17159,2000,360.14
17159,2010,359.99
17161,2000,426.75
17161,2010,427.64
17163,2000,663.81
17163,2010,657.76
17165,2000,383.31
17165,2010,379.82
17167,2000,868.18
17167,2010,868.3
17169,2000,437.31
17169,2010,437.27
17171,2000,250.92
17171,2010,250.91
17173,2000,758.51
17173,2010,758.52
17175,2000,287.94
17175,2010,288.08
17177,2000,564.18
17177,2010,564.52
17179,2000,648.86
17179,2010,648.97
17181,2000,416.16
17181,2010,413.46
17183,2000,899.08
17183,2010,898.37
17185,2000,223.47
17185,2010,223.25
17187,2000,542.52
17187,2010,542.41
17189,2000,562.61
17189,2010,562.57
17191,2000,713.9
17191,2010,713.81
17193,2000,494.87
17193,2010,494.77
17195,2000,684.77
17195,2010,684.25
17197,2000,836.94
17197,2010,836.91
17199,2000,423.41
17199,2010,420.15
17201,2000,513.74
17201,2010,513.36
17203,2000,527.95
17203,2010,527.8
18000,2000,35866.9
18000,2010,35826.11
18001,2000,339.36
18001,2010,339.03
18003,2000,657.25
18003,2010,657.31
18005,2000,406.84
18005,2010,406.91
18007,2000,406.31
18007,2010,406.42
18009,2000,165.1
18009,2010,165.08
18011,2000,422.85
18011,2010,422.91
18013,2000,312.26
18013,2010,311.98
18015,2000,372.26
18015,2010,372.22
18017,2000,412.87
18017,2010,412.16
18019,2000,375.04
18019,2010,372.86
18021,2000,357.62
18021,2010,357.54
18023,2000,405.1
18023,2010,405.07
18025,2000,305.68
18025,2010,305.64
18027,2000,430.66
18027,2010,429.49
18029,2000,305.21
18029,2010,305.03
18031,2000,372.6
18031,2010,372.57
18033,2000,362.88
18033,2010,362.82
18035,2000,393.29
18035,2010,392.12
18037,2000,430.09
18037,2010,427.27
18039,2000,463.81
18039,2010,463.17
18041,2000,214.96
18041,2010,215.01
18043,2000,148
18043,2010,147.94
18045,2000,395.69
18045,2010,395.66
18047,2000,386
18047,2010,384.43
18049,2000,368.51
18049,2010,368.39
18051,2000,488.78
18051,2010,487.49
18053,2000,414.03
18053,2010,414.07
18055,2000,541.73
18055,2010,542.5
18057,2000,397.94
18057,2010,394.27
18059,2000,306.12
18059,2010,306.02
18061,2000,485.22
18061,2010,484.52
18063,2000,408.39
18063,2010,406.91
18065,2000,392.93
18065,2010,391.88
18067,2000,293.07
18067,2010,293.06
18069,2000,382.59
18069,2010,382.65
18071,2000,509.31
18071,2010,509.31
18073,2000,559.87
18073,2010,559.63
18075,2000,383.64
18075,2010,383.91
18077,2000,361.37
18077,2010,360.63
18079,2000,377.22
18079,2010,376.58
18081,2000,320.19
18081,2010,320.43
18083,2000,515.83
18083,2010,516.03
18085,2000,537.5
18085,2010,531.38
18087,2000,379.56
18087,2010,379.62
18089,2000,496.98
18089,2010,498.96
18091,2000,598.24
18091,2010,598.3
18093,2000,448.83
18093,2010,449.17
18095,2000,452.13
18095,2010,451.92
18097,2000,396.25
18097,2010,396.3
18099,2000,444.27
18099,2010,443.63
18101,2000,336.14
18101,2010,335.74
18103,2000,375.62
18103,2010,373.84
18105,2000,394.35
18105,2010,394.51
18107,2000,504.51
18107,2010,504.61
18109,2000,406.47
18109,2010,403.97
18111,2000,401.85
18111,2010,401.76
18113,2000,411.11
18113,2010,410.84
18115,2000,86.72
18115,2010,86.14
18117,2000,399.52
18117,2010,398.39
18119,2000,385.18
18119,2010,385.29
18121,2000,444.77
18121,2010,444.66
18123,2000,381.39
18123,2010,381.73
18125,2000,336.18
18125,2010,334.24
18127,2000,418.11
18127,2010,418.15
18129,2000,408.5
18129,2010,409.57
18131,2000,433.68
18131,2010,433.65
18133,2000,480.31
18133,2010,480.53
18135,2000,452.83
18135,2010,452.38
18137,2000,446.36
18137,2010,446.43
18139,2000,408.28
18139,2010,408.12
18141,2000,457.34
18141,2010,457.85
18143,2000,190.39
18143,2010,190.4
18145,2000,412.64
18145,2010,411.15
18147,2000,398.69
18147,2010,396.74
18149,2000,309.31
18149,2010,309.13
18151,2000,308.72
18151,2010,308.94
18153,2000,447.2
18153,2010,447.14
18155,2000,221.18
18155,2010,220.63
18157,2000,499.79
18157,2010,499.81
18159,2000,260.39
18159,2010,260.54
18161,2000,161.55
18161,2010,161.22
18163,2000,234.57
18163,2010,233.48
18165,2000,256.89
18165,2010,256.88
18167,2000,403.29
18167,2010,403.31
18169,2000,413.17
18169,2010,412.43
18171,2000,364.88
18171,2010,364.68
18173,2000,384.07
18173,2010,384.82
18175,2000,514.42
18175,2010,513.73
18177,2000,403.57
18177,2010,401.74
18179,2000,369.96
18179,2010,368.09
18181,2000,505.24
18181,2010,505.13
18183,2000,335.52
18183,2010,335.57
19000,2000,55869.36
19000,2010,55857.13
19001,2000,569.3
19001,2010,569.27
19003,2000,423.54
19003,2010,423.44
19005,2000,639.56
19005,2010,639.08
19007,2000,496.25
19007,2010,497.29
19009,2000,443.13
19009,2010,442.96
19011,2000,716.39
19011,2010,716.27
19013,2000,567.11
19013,2010,565.77
19015,2000,571.46
19015,2010,571.57
19017,2000,437.9
19017,2010,435.48
19019,2000,571.26
19019,2010,571.02
19021,2000,574.78
19021,2010,574.92
19023,2000,580.38
19023,2010,580.13
19025,2000,570.15
19025,2010,569.97
19027,2000,569.31
19027,2010,569.44
19029,2000,564.33
19029,2010,564.27
19031,2000,579.52
19031,2010,579.44
19033,2000,568.33
19033,2010,568.31
19035,2000,577.15
19035,2010,576.91
19037,2000,504.64
19037,2010,504.38
19039,2000,431.12
19039,2010,431.17
19041,2000,568.89
19041,2010,567.24
19043,2000,778.81
19043,2010,778.54
19045,2000,694.98
19045,2010,694.92
19047,2000,714.36
19047,2010,714.19
19049,2000,586.47
19049,2010,588.45
19051,2000,503.24
19051,2010,502.19
19053,2000,531.8
19053,2010,531.88
19055,2000,577.85
19055,2010,577.76
19057,2000,416.15
19057,2010,416.12
19059,2000,381.06
19059,2010,380.61
19061,2000,608.16
19061,2010,608.31
19063,2000,395.74
19063,2010,395.88
19065,2000,730.92
19065,2010,730.81
19067,2000,500.56
19067,2010,500.63
19069,2000,582.44
19069,2010,581.97
19071,2000,511.08
19071,2010,511.15
19073,2000,568.41
19073,2010,569.57
19075,2000,502.51
19075,2010,501.86
19077,2000,590.6
19077,2010,590.62
19079,2000,576.68
19079,2010,576.75
19081,2000,571.11
19081,2010,571.01
19083,2000,569.26
19083,2010,569.31
19085,2000,696.72
19085,2010,696.85
19087,2000,434.44
19087,2010,434.33
19089,2000,473.4
19089,2010,473.25
19091,2000,434.41
19091,2010,434.35
19093,2000,431.71
19093,2010,431.51
19095,2000,586.45
19095,2010,586.46
19097,2000,636.09
19097,2010,636.04
19099,2000,729.99
19099,2010,730.42
19101,2000,435.34
19101,2010,435.51
19103,2000,614.48
19103,2010,614.04
19105,2000,575.31
19105,2010,575.62
19107,2000,579.19
19107,2010,579.18
19109,2000,973.01
19109,2010,972.72
19111,2000,517.39
19111,2010,517.52
19113,2000,717.44
19113,2010,716.88
19115,2000,401.92
19115,2010,401.77
19117,2000,430.55
19117,2010,430.59
19119,2000,587.5
19119,2010,587.65
19121,2000,561.14
19121,2010,561.01
19123,2000,570.87
19123,2010,570.86
19125,2000,554.21
19125,2010,554.53
19127,2000,572.32
19127,2010,572.5
19129,2000,436.53
19129,2010,437.44
19131,2000,468.92
19131,2010,469.13
19133,2000,693.12
19133,2010,694.07
19135,2000,433.41
19135,2010,433.72
19137,2000,423.88
19137,2010,424.1
19139,2000,438.67
19139,2010,437.47
19141,2000,573.08
19141,2010,573.04
19143,2000,398.77
19143,2010,398.68
19145,2000,534.82
19145,2010,534.94
19147,2000,563.83
19147,2010,563.84
19149,2000,863.56
19149,2010,862.89
19151,2000,577.7
19151,2010,577.24
19153,2000,569.35
19153,2010,573.8
19155,2000,954.26
19155,2010,950.28
19157,2000,585.03
19157,2010,584.93
19159,2000,537.67
19159,2010,535.5
19161,2000,575.82
19161,2010,575.01
19163,2000,457.93
19163,2010,458.09
19165,2000,590.83
19165,2010,590.78
19167,2000,767.88
19167,2010,768.33
19169,2000,572.86
19169,2010,572.82
19171,2000,721.3
19171,2010,721.01
19173,2000,533.95
19173,2010,531.9
19175,2000,424.39
19175,2010,423.65
19177,2000,484.82
19177,2010,484.79
19179,2000,431.81
19179,2010,431.83
19181,2000,571.64
19181,2010,569.83
19183,2000,568.71
19183,2010,568.84
19185,2000,525.6
19185,2010,525.44
19187,2000,715.23
19187,2010,715.62
19189,2000,400.47
19189,2010,400.49
19191,2000,689.61
19191,2010,689.87
19193,2000,872.59
19193,2010,872.83
19195,2000,400
19195,2010,400.12
19197,2000,580.72
19197,2010,580.42
20000,2000,81814.88
20000,2010,81758.72
20001,2000,503.01
20001,2010,500.3
20003,2000,582.92
20003,2010,579.65
20005,2000,432.34
20005,2010,431.17
20007,2000,1134.11
20007,2010,1134.07
20009,2000,894
20009,2010,895.4
20011,2000,637.09
20011,2010,635.47
20013,2000,570.67
20013,2010,570.87
20015,2000,1427.85
20015,2010,1429.86
20017,2000,775.89
20017,2010,773.06
20019,2000,641.69
20019,2010,638.88
20021,2000,587.12
20021,2010,587.57
20023,2000,1019.88
20023,2010,1019.89
20025,2000,974.68
20025,2010,974.63
20027,2000,643.84
20027,2010,645.3
20029,2000,715.63
20029,2010,715.34
20031,2000,629.75
20031,2010,626.95
20033,2000,788.31
20033,2010,788.3
20035,2000,1126.24
20035,2010,1125.75
20037,2000,592.91
20037,2010,589.76
20039,2000,893.55
20039,2010,893.52
20041,2000,847.92
20041,2010,847.07
20043,2000,392.18
20043,2010,393.41
20045,2000,456.87
20045,2010,455.87
20047,2000,622.02
20047,2010,621.89
20049,2000,647.29
20049,2010,644.27
20051,2000,899.97
20051,2010,899.91
20053,2000,715.91
20053,2010,715.85
20055,2000,1301.77
20055,2010,1301.97
20057,2000,1098.5
20057,2010,1098.27
20059,2000,573.85
20059,2010,571.76
20061,2000,384.69
20061,2010,384.62
20063,2000,1071.38
20063,2010,1071.67
20065,2000,898.29
20065,2010,898.52
20067,2000,574.86
20067,2010,574.8
20069,2000,868.9
20069,2010,868.87
20071,2000,778.01
20071,2010,778.45
20073,2000,1139.67
20073,2010,1143.3
20075,2000,996.49
20075,2010,996.51
20077,2000,801.44
20077,2010,801.27
20079,2000,539.33
20079,2010,539.75
20081,2000,577.37
20081,2010,577.52
20083,2000,859.92
20083,2010,859.99
20085,2000,655.59
20085,2010,656.22
20087,2000,536.11
20087,2010,532.57
20089,2000,909.18
20089,2010,909.78
20091,2000,476.78
20091,2010,473.38
20093,2000,871.06
20093,2010,870.54
20095,2000,863.35
20095,2010,863.36
20097,2000,722.39
20097,2010,722.64
20099,2000,648.82
20099,2010,645.3
20101,2000,717.22
20101,2010,717.46
20103,2000,463.27
20103,2010,462.83
20105,2000,718.87
20105,2010,719.4
20107,2000,598.67
20107,2010,594.06
20109,2000,1072.99
20109,2010,1072.99
20111,2000,850.87
20111,2010,847.47
20113,2000,899.71
20113,2010,898.27
20115,2000,943.11
20115,2010,944.29
20117,2000,902.53
20117,2010,900.18
20119,2000,978.42
20119,2010,978.09
20121,2000,576.72
20121,2010,575.66
20123,2000,699.82
20123,2010,701.79
20125,2000,645.2
20125,2010,643.53
20127,2000,697.38
20127,2010,695.28
20129,2000,729.92
20129,2010,729.73
20131,2000,717.99
20131,2010,717.43
20133,2000,571.75
20133,2010,571.47
20135,2000,1074.75
20135,2010,1074.75
20137,2000,877.84
20137,2010,878.13
20139,2000,703.5
20139,2010,705.52
20141,2000,892.39
20141,2010,892.5
20143,2000,721.11
20143,2010,720.73
20145,2000,754.17
20145,2010,754.26
20147,2000,886.23
20147,2010,885.88
20149,2000,844.24
20149,2010,841.02
20151,2000,734.99
20151,2010,735.05
20153,2000,1069.62
20153,2010,1069.42
20155,2000,1254.42
20155,2010,1255.35
20157,2000,716.38
20157,2010,717.37
20159,2000,726.58
20159,2010,726.24
20161,2000,609.55
20161,2010,609.77
20163,2000,888.34
20163,2010,890.53
20165,2000,718.21
20165,2010,717.76
20167,2000,884.68
20167,2010,886.26
20169,2000,719.61
20169,2010,720.23
20171,2000,717.52
20171,2010,717.54
20173,2000,999.38
20173,2010,997.51
20175,2000,639.52
20175,2010,639.5
20177,2000,549.82
20177,2010,544.02
20179,2000,896.36
20179,2010,895.96
20181,2000,1055.8
20181,2010,1056.07
20183,2000,895.43
20183,2010,895.47
20185,2000,792.05
20185,2010,792.05
20187,2000,680
20187,2010,680.35
20189,2000,727.53
20189,2010,727.29
20191,2000,1181.81
20191,2010,1181.94
20193,2000,1074.78
20193,2010,1074.69
20195,2000,888.29
20195,2010,889.48
20197,2000,797.38
20197,2010,794.3
20199,2000,913.99
20199,2010,913.65
20201,2000,898.46
20201,2010,894.76
20203,2000,718.52
20203,2010,718.57
20205,2000,573.81
20205,2010,570.42
20207,2000,500.61
20207,2010,497.82
20209,2000,151.39
20209,2010,151.6
21000,2000,39728.18
21000,2010,39486.34
21001,2000,406.84
21001,2010,405.28
21003,2000,346.12
21003,2010,344.34
21005,2000,202.67
21005,2010,201.83
21007,2000,251.16
21007,2010,246.66
21009,2000,490.97
21009,2010,487.54
21011,2000,279.46
21011,2010,278.79
21013,2000,360.77
21013,2010,359
21015,2000,246.26
21015,2010,246.36
21017,2000,291.43
21017,2010,289.72
21019,2000,160.17
21019,2010,159.86
21021,2000,181.9
21021,2010,180.17
21023,2000,203.22
21023,2010,205.61
21025,2000,495.19
21025,2010,492.41
21027,2000,572.41
21027,2010,567.17
21029,2000,299.08
21029,2010,297.02
21031,2000,428.08
21031,2010,426.09
21033,2000,346.98
21033,2010,344.79
21035,2000,386.25
21035,2010,385.02
21037,2000,151.55
21037,2010,151.31
21039,2000,192.49
21039,2010,189.43
21041,2000,130.09
21041,2010,128.57
21043,2000,410.6
21043,2010,409.5
21045,2000,445.61
21045,2010,444.23
21047,2000,721.32
21047,2010,717.5
21049,2000,254.31
21049,2010,252.46
21051,2000,471.01
21051,2010,469.25
21053,2000,197.46
21053,2010,197.25
21055,2000,362.14
21055,2010,359.95
21057,2000,305.82
21057,2010,305.18
21059,2000,462.39
21059,2010,458.35
21061,2000,302.62
21061,2010,302.88
21063,2000,233.96
21063,2010,234.32
21065,2000,253.93
21065,2010,253.08
21067,2000,284.52
21067,2010,283.65
21069,2000,350.84
21069,2010,348.54
21071,2000,394.29
21071,2010,393.35
21073,2000,210.46
21073,2010,207.75
21075,2000,208.95
21075,2010,205.5
21077,2000,98.81
21077,2010,101.23
21079,2000,231.21
21079,2010,230.08
21081,2000,259.93
21081,2010,257.97
21083,2000,555.59
21083,2010,551.74
21085,2000,503.68
21085,2010,496.7
21087,2000,288.66
21087,2010,286.03
21089,2000,346.11
21089,2010,344.4
21091,2000,188.8
21091,2010,187.65
21093,2000,627.98
21093,2010,623.28
21095,2000,467.2
21095,2010,465.83
21097,2000,309.68
21097,2010,306.36
21099,2000,415.93
21099,2010,412.09
21101,2000,440.12
21101,2010,436.67
21103,2000,289.32
21103,2010,286.28
21105,2000,244.44
21105,2010,242.27
21107,2000,550.56
21107,2010,542
21109,2000,346.33
21109,2010,345.2
21111,2000,385.09
21111,2010,380.42
21113,2000,173.13
21113,2010,172.12
21115,2000,261.54
21115,2010,261.95
21117,2000,161.97
21117,2010,160.25
21119,2000,352.19
21119,2010,351.52
21121,2000,387.66
21121,2010,386.3
21123,2000,263.2
21123,2010,261.52
21125,2000,435.67
21125,2010,433.95
21127,2000,418.78
21127,2010,415.6
21129,2000,209.86
21129,2010,208.86
21131,2000,404.03
21131,2010,400.84
21133,2000,339.04
21133,2010,337.91
21135,2000,484.49
21135,2010,482.84
21137,2000,336.26
21137,2010,334.1
21139,2000,316.08
21139,2010,313.13
21141,2000,555.68
21141,2010,552.13
21143,2000,215.7
21143,2010,213.84
21145,2000,251.02
21145,2010,248.74
21147,2000,427.7
21147,2010,426.8
21149,2000,254.3
21149,2010,252.47
21151,2000,440.68
21151,2010,437.29
21153,2000,309.44
21153,2010,308.44
21155,2000,346.39
21155,2010,343.01
21157,2000,304.89
21157,2010,301.25
21159,2000,230.7
21159,2010,229.61
21161,2000,241.11
21161,2010,240.13
21163,2000,308.51
21163,2010,305.42
21165,2000,203.9
21165,2010,203.59
21167,2000,250.92
21167,2010,248.8
21169,2000,290.9
21169,2010,289.65
21171,2000,330.81
21171,2010,329.37
21173,2000,198.59
21173,2010,197.37
21175,2000,381.26
21175,2010,381.13
21177,2000,474.72
21177,2010,467.08
21179,2000,422.63
21179,2010,417.51
21181,2000,196.61
21181,2010,195.17
21183,2000,593.79
21183,2010,587.27
21185,2000,189.19
21185,2010,187.22
21187,2000,352.14
21187,2010,351.1
21189,2000,198.09
21189,2010,197.41
21191,2000,280.54
21191,2010,277.16
21193,2000,342.15
21193,2010,339.67
21195,2000,787.69
21195,2010,786.83
21197,2000,180.14
21197,2010,178.98
21199,2000,661.6
21199,2010,658.41
21201,2000,100.07
21201,2010,99.91
21203,2000,317.53
21203,2010,316.55
21205,2000,280.82
21205,2010,279.8
21207,2000,253.53
21207,2010,253.66
21209,2000,284.72
21209,2010,281.77
21211,2000,384.19
21211,2010,379.64
21213,2000,236.19
21213,2010,234.2
21215,2000,185.9
21215,2010,186.68
21217,2000,269.83
21217,2010,266.33
21219,2000,376.35
21219,2010,374.5
21221,2000,443.12
21221,2010,441.43
21223,2000,148.85
21223,2010,151.65
21225,2000,345.1
21225,2010,342.85
21227,2000,545.21
21227,2010,541.6
21229,2000,300.59
21229,2010,297.27
21231,2000,459.4
21231,2010,458.17
21233,2000,334.75
21233,2010,331.94
21235,2000,440.15
21235,2010,437.83
21237,2000,222.78
21237,2010,222.17
21239,2000,190.68
21239,2010,188.78
22000,2000,43561.85
22000,2010,43203.9
22001,2000,655.28
22001,2010,655.12
22003,2000,764.5
22003,2010,761.85
22005,2000,291.53
22005,2010,289.98
22007,2000,338.68
22007,2010,338.66
22009,2000,832.44
22009,2010,832.43
22011,2000,1160.09
22011,2010,1157.34
22013,2000,810.64
22013,2010,811.27
22015,2000,839.25
22015,2010,840.06
22017,2000,881.99
22017,2010,878.54
22019,2000,1071.12
22019,2010,1063.66
22021,2000,529.42
22021,2010,529.43
22023,2000,1312.96
22023,2010,1284.89
22025,2000,703.65
22025,2010,708.03
22027,2000,754.65
22027,2010,754.88
22029,2000,695.91
22029,2010,696.92
22031,2000,877.2
22031,2010,875.58
22033,2000,455.43
22033,2010,455.37
22035,2000,421.44
22035,2010,420.7
22037,2000,453.4
22037,2010,453.41
22039,2000,664.27
22039,2010,662.38
22041,2000,623.61
22041,2010,624.59
22043,2000,645.11
22043,2010,643.03
22045,2000,575.13
22045,2010,574.11
22047,2000,618.64
22047,2010,618.63
22049,2000,569.75
22049,2010,569.18
22051,2000,306.52
22051,2010,295.63
22053,2000,652.31
22053,2010,651.33
22055,2000,269.83
22055,2010,268.72
22057,2000,1084.68
22057,2010,1068.21
22059,2000,623.83
22059,2010,624.68
22061,2000,471.38
22061,2010,471.74
22063,2000,648.02
22063,2010,648.17
22065,2000,624.09
22065,2010,624.44
22067,2000,794.25
22067,2010,794.93
22069,2000,1255.45
22069,2010,1252.25
22071,2000,180.56
22071,2010,169.42
22073,2000,610.53
22073,2010,610.41
22075,2000,844.56
22075,2010,779.91
22077,2000,557.34
22077,2010,557.35
22079,2000,1322.54
22079,2010,1317.96
22081,2000,389.29
22081,2010,389.09
22083,2000,558.45
22083,2010,559.04
22085,2000,865.27
22085,2010,866.66
22087,2000,465.04
22087,2010,377.52
22089,2000,283.64
22089,2010,279.08
22091,2000,408.36
22091,2010,408.4
22093,2000,246.13
22093,2010,241.54
22095,2000,218.9
22095,2010,213.07
22097,2000,928.65
22097,2010,923.88
22099,2000,739.85
22099,2010,737.65
22101,2000,612.79
22101,2010,555.38
22103,2000,854.15
22103,2010,845.55
22105,2000,790.24
22105,2010,791.28
22107,2000,602.48
22107,2010,602.78
22109,2000,1254.93
22109,2010,1231.82
22111,2000,877.6
22111,2010,876.99
22113,2000,1173.78
22113,2010,1173.2
22115,2000,1328.41
22115,2010,1327.91
22117,2000,669.57
22117,2010,669.53
22119,2000,595.22
22119,2010,593.03
22121,2000,191.2
22121,2010,192.39
22123,2000,359.4
22123,2010,359.65
22125,2000,406
22125,2010,403.21
22127,2000,950.49
22127,2010,950.09
23000,2000,30861.55
23000,2010,30842.92
23001,2000,470.27
23001,2010,467.93
23003,2000,6671.54
23003,2010,6671.33
23005,2000,835.51
23005,2010,835.24
23007,2000,1697.81
23007,2010,1696.61
23009,2000,1587.7
23009,2010,1586.89
23011,2000,867.58
23011,2010,867.52
23013,2000,365.67
23013,2010,365.13
23015,2000,455.99
23015,2010,455.82
23017,2000,2078
23017,2010,2076.84
23019,2000,3395.73
23019,2010,3397.36
23021,2000,3966.22
23021,2010,3960.86
23023,2000,253.9
23023,2010,253.7
23025,2000,3926.5
23025,2010,3924.4
23027,2000,729.73
23027,2010,729.92
23029,2000,2568.48
23029,2010,2562.66
23031,2000,990.92
23031,2010,990.71
24000,2000,9773.82
24000,2010,9707.24
24001,2000,425.42
24001,2010,424.16
24003,2000,415.94
24003,2010,414.9
24005,2000,598.59
24005,2010,598.3
24009,2000,215.17
24009,2010,213.15
24011,2000,320.14
24011,2010,319.42
24013,2000,449.13
24013,2010,447.6
24015,2000,348.13
24015,2010,346.27
24017,2000,461
24017,2010,457.75
24019,2000,557.54
24019,2010,540.77
24021,2000,662.88
24021,2010,660.22
24023,2000,647.96
24023,2010,647.1
24025,2000,440.35
24025,2010,437.09
24027,2000,252.04
24027,2010,250.74
24029,2000,279.43
24029,2010,277.03
24031,2000,495.52
24031,2010,491.25
24033,2000,485.43
24033,2010,482.69
24035,2000,372.21
24035,2010,371.91
24037,2000,361.25
24037,2010,357.18
24039,2000,327.21
24039,2010,319.72
24041,2000,269.14
24041,2010,268.54
24043,2000,458.14
24043,2010,457.78
24045,2000,377.17
24045,2010,374.44
24047,2000,473.24
24047,2010,468.28
24510,2000,80.8
24510,2010,80.94
25000,2000,7840.02
25000,2010,7800.06
25001,2000,395.51
25001,2010,393.72
25003,2000,931.32
25003,2010,926.83
25005,2000,556
25005,2010,553.1
25007,2000,103.78
25007,2010,103.25
25009,2000,500.67
25009,2010,492.56
25011,2000,702.03
25011,2010,699.32
25013,2000,618.4
25013,2010,617.14
25015,2000,529.03
25015,2010,527.26
25017,2000,823.46
25017,2010,817.82
25019,2000,47.81
25019,2010,44.97
25021,2000,399.58
25021,2010,396.11
25023,2000,660.85
25023,2010,659.08
25025,2000,58.52
25025,2010,58.15
25027,2000,1513.06
25027,2010,1510.77
26000,2000,56803.82
26000,2010,56538.9
26001,2000,674.43
26001,2010,674.59
26003,2000,917.83
26003,2010,915.07
26005,2000,827.46
26005,2010,825.23
26007,2000,574.15
26007,2010,571.86
26009,2000,476.94
26009,2010,475.7
26011,2000,366.84
26011,2010,363.19
26013,2000,904
26013,2010,898.26
26015,2000,556.14
26015,2010,553.09
26017,2000,444.25
26017,2010,442.3
26019,2000,321.31
26019,2010,319.7
26021,2000,571
26021,2010,567.75
26023,2000,507.41
26023,2010,506.37
26025,2000,708.72
26025,2010,706.23
26027,2000,492.18
26027,2010,490.06
26029,2000,416.84
26029,2010,416.34
26031,2000,715.6
26031,2010,715.26
26033,2000,1561.06
26033,2010,1558.42
26035,2000,566.8
26035,2010,564.32
26037,2000,571.46
26037,2010,566.41
26039,2000,558.12
26039,2010,556.28
26041,2000,1170.03
26041,2010,1171.1
26043,2000,766.34
26043,2010,761.4
26045,2000,576.41
26045,2010,575.18
26047,2000,467.82
26047,2010,467.49
26049,2000,639.64
26049,2010,636.98
26051,2000,506.8
26051,2010,501.78
26053,2000,1101.86
26053,2010,1101.85
26055,2000,465.07
26055,2010,464.33
26057,2000,570.13
26057,2010,568.46
26059,2000,598.84
26059,2010,598.13
26061,2000,1011.72
26061,2010,1009.1
26063,2000,836.52
26063,2010,835.71
26065,2000,559.19
26065,2010,556.12
26067,2000,573.21
26067,2010,571.3
26069,2000,549.11
26069,2010,549.1
26071,2000,1166.36
26071,2010,1166.15
26073,2000,574.27
26073,2010,572.68
26075,2000,706.6
26075,2010,701.67
26077,2000,561.86
26077,2010,561.66
26079,2000,561.02
26079,2010,559.87
26081,2000,856.17
26081,2010,846.95
26083,2000,540.97
26083,2010,540.11
26085,2000,567.44
26085,2010,567.37
26087,2000,654.2
26087,2010,643.01
26089,2000,348.47
26089,2010,347.17
26091,2000,750.5
26091,2010,749.56
26093,2000,568.4
26093,2010,565.25
26095,2000,903.08
26095,2010,899.08
26097,2000,1021.58
26097,2010,1021.57
26099,2000,480.44
26099,2010,479.22
26101,2000,543.61
26101,2010,542.15
26103,2000,1821.05
26103,2010,1808.4
26105,2000,495.17
26105,2010,495.07
26107,2000,555.69
26107,2010,555.07
26109,2000,1043.52
26109,2010,1044.08
26111,2000,521.19
26111,2010,516.25
26113,2000,566.75
26113,2010,564.73
26115,2000,551.1
26115,2010,549.39
26117,2000,708.04
26117,2010,705.4
26119,2000,547.63
26119,2010,546.66
26121,2000,509.12
26121,2010,499.25
26123,2000,842.37
26123,2010,813.2
26125,2000,872.51
26125,2010,867.66
26127,2000,540.46
26127,2010,512.07
26129,2000,564.3
26129,2010,563.49
26131,2000,1311.53
26131,2010,1311.23
26133,2000,565.98
26133,2010,566.39
26135,2000,565
26135,2010,565.73
26137,2000,514.54
26137,2010,514.97
26139,2000,565.65
26139,2010,563.47
26141,2000,660.07
26141,2010,658.72
26143,2000,521.4
26143,2010,519.64
26145,2000,808.93
26145,2010,800.11
26147,2000,724.37
26147,2010,721.17
26149,2000,503.72
26149,2010,500.59
26151,2000,963.8
26151,2010,962.57
26153,2000,1178.11
26153,2010,1171.36
26155,2000,538.73
26155,2010,530.67
26157,2000,812.43
26157,2010,803.13
26159,2000,610.86
26159,2010,607.47
26161,2000,709.94
26161,2010,705.97
26163,2000,614.15
26163,2010,612.08
26165,2000,565.49
26165,2010,565
27000,2000,79610.08
27000,2010,79626.74
27001,2000,1819.3
27001,2010,1821.66
27003,2000,423.61
27003,2010,423.01
27005,2000,1310.42
27005,2010,1315.2
27007,2000,2505.27
27007,2010,2504.94
27009,2000,408.28
27009,2010,408.3
27011,2000,496.95
27011,2010,499.02
27013,2000,752.36
27013,2010,747.84
27015,2000,610.86
27015,2010,611.09
27017,2000,860.33
27017,2010,861.38
27019,2000,357.04
27019,2010,354.33
27021,2000,2017.6
27021,2010,2021.54
27023,2000,582.8
27023,2010,581.12
27025,2000,417.63
27025,2010,414.86
27027,2000,1045.24
27027,2010,1045.37
27029,2000,994.71
27029,2010,998.94
27031,2000,1450.6
27031,2010,1452.28
27033,2000,639.99
27033,2010,638.61
27035,2000,996.57
27035,2010,999.1
27037,2000,569.58
27037,2010,562.17
27039,2000,439.5
27039,2010,439.28
27041,2000,634.32
27041,2010,637.3
27043,2000,713.63
27043,2010,712.48
27045,2000,861.25
27045,2010,861.3
27047,2000,707.64
27047,2010,707.09
27049,2000,758.27
27049,2010,756.84
27051,2000,546.41
27051,2010,548.16
27053,2000,556.62
27053,2010,553.59
27055,2000,558.41
27055,2010,552.06
27057,2000,922.46
27057,2010,925.68
27059,2000,439.07
27059,2010,435.79
27061,2000,2665.06
27061,2010,2667.72
27063,2000,701.69
27063,2010,702.98
27065,2000,524.93
27065,2010,521.59
27067,2000,796.06
27067,2010,796.79
27069,2000,1097.08
27069,2010,1098.8
